channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Carbonate,-1.461662e-04,8.166780e-05,-5.406892e-04,4.061800e-05,-1.511240e-04,3.342459e-06,1.000002e+00,-4.830822e+00,2.287124e+00,-6.070325e-02
