model,sample_pos,test_index,mse,rmse,mae,bias_mean,max_abs_error,relative_l2
FNO,178,1601,7.962855562099984e-18,2.8218532141307396e-09,2.0208488626524336e-09,-9.825899822616168e-10,2.257229425595142e-08,0.006577592916033518
FNO,179,2748,1.8940233105484312e-15,4.3520378106680455e-08,3.1817598019669374e-08,-2.324806504227838e-08,1.3640487850352656e-07,0.04838663620010817
FNO,180,999,7.126276254502929e-16,2.6695086166751604e-08,1.7634777810823418e-08,-1.4769275925172577e-08,1.7514685168862343e-07,0.06881529378366093
FNO,181,1207,1.17406395510204e-15,3.4264616663579355e-08,2.5494972100633353e-08,-1.622867403053197e-08,1.9925812466681236e-07,0.056946698271337776
FNO,182,2073,3.822456434251671e-16,1.955110338127153e-08,1.2914104507025739e-08,1.1217771980621135e-08,1.231734643170057e-07,0.05918352815640213
FNO,183,759,2.680497828291251e-16,1.637222595828451e-08,1.1363304121279549e-08,6.311110796091358e-09,1.619035856492701e-07,0.03500205095132454
FNO,184,727,1.5973155618276718e-16,1.2638495012570412e-08,8.552605297091973e-09,4.4887199427135155e-09,7.237099453050178e-08,0.026269331083198833
FNO,185,528,9.557699808422113e-17,9.776348913792978e-09,6.456055412349013e-09,-1.8590405355128202e-09,6.058087365090614e-08,0.017531973813135895
FNO,186,211,1.376057489718642e-15,3.709524888336297e-08,1.987978158802332e-08,-1.382310869314355e-08,3.212280432762782e-07,0.11118551891093974
FNO,187,1764,1.254087548725714e-15,3.5413098547369643e-08,2.211675291939482e-08,-1.7261293006621123e-08,1.9359754332981538e-07,0.10759358570711625
FNO,188,88,1.7262637091857424e-15,4.1548329800194644e-08,2.7555641847525838e-08,4.731837335803575e-10,2.0971697267668787e-07,0.06548504043893938
FNO,189,1842,4.1642548824719507e-16,2.0406506027421623e-08,1.3637935397979238e-08,-1.8934673277168686e-09,1.5742023151688045e-07,0.030214160634340896
FNO,190,1800,1.9541210536891787e-16,1.3978987995163237e-08,1.0839359357050355e-08,7.4400166367356265e-09,6.460527401941363e-08,0.018473441923164104
FNO,191,1637,6.116606453231208e-15,7.82087364252307e-08,5.925071558178836e-08,-3.291525010852257e-08,4.5797878556186333e-07,0.06360725405865836
FNO,192,2664,3.5983570500998004e-17,5.998630718838925e-09,4.1164074720477335e-09,2.077417829817552e-09,4.038531642436283e-08,0.012379706969985893
FNO,193,544,2.984915270792215e-17,5.46343781038296e-09,3.5949043902409536e-09,1.2773753212076728e-09,2.9523391731345328e-08,0.01590946311067828
FNO,194,1672,2.08043878432944e-16,1.4423726232598287e-08,1.085926950349831e-08,9.444641880928092e-09,5.366803179640556e-08,0.01683213417111216
FNO,195,2254,3.4846693453419053e-15,5.9031087956617443e-08,3.848409217256228e-08,-2.7399226666176187e-09,2.66809877302876e-07,0.10036111650101961
FNO,196,485,2.0436627763139212e-16,1.4295673388525358e-08,1.0661378002790896e-08,9.656756109946503e-09,5.8529678881313885e-08,0.04336151851602013
FNO,197,443,1.156653782005567e-15,3.400961308226789e-08,2.0068983851996852e-08,1.096951505838388e-08,2.643456582518411e-07,0.059158286923172806
FNO,198,781,4.219405972733119e-17,6.495695476800862e-09,3.752545759883185e-09,-3.008408834355452e-10,7.951314273668686e-08,0.021257037651603347
FNO,199,1896,6.7920763498448366e-18,2.6061612286742424e-09,1.7429441773176433e-09,-7.898905724334355e-10,2.7454007067717612e-08,0.006217022318023754
FNO,200,2944,1.0605605713362671e-17,3.2566248960177575e-09,2.2070970524488e-09,1.418652359859182e-09,2.220366468463908e-08,0.008319654088167967
FNO,201,141,3.46878635546495e-17,5.8896403586848576e-09,4.236886789014971e-09,2.0343608613048014e-09,3.145697746731457e-08,0.014122346821142238
FNO,202,460,2.5476349419005993e-17,5.047410169483553e-09,3.4718484887016232e-09,1.5033579592364934e-09,3.244576873839833e-08,0.006951087898429081
FNO,203,2639,8.315483806937964e-16,2.8836580599887296e-08,2.054050543986063e-08,-1.3635956686443087e-09,1.670059077696351e-07,0.033198634769608805
FNO,204,354,1.0449759848538353e-15,3.232608830115137e-08,2.356298832235051e-08,-8.6680343623106e-09,1.7571323951415252e-07,0.051831297692693935
FNO,205,1442,3.524795038197621e-17,5.9369984320341714e-09,3.9353876877465315e-09,5.889102994480002e-10,3.320931796224613e-08,0.014264555754047578
FNO,206,2533,4.2492214673319994e-17,6.518605270555964e-09,4.791541494580283e-09,-3.1238413593793284e-09,4.0319832805835176e-08,0.011571212278113
FNO,207,1273,1.7929941055954484e-16,1.3390272983010647e-08,9.97382836208787e-09,-8.036528018391065e-09,6.232858140720055e-08,0.027379861876332227
FNO,208,175,6.051402495058884e-16,2.459959856391743e-08,1.3927013546297285e-08,4.10564563913152e-09,1.842722667788621e-07,0.047515070214654516
FNO,209,2242,8.397465467914532e-18,2.897838067924868e-09,1.8325582038212626e-09,5.741831078824898e-10,3.304512574686669e-08,0.008619698753418455
FNO,210,2136,2.7766390561377446e-16,1.6663250151569305e-08,1.047969408911015e-08,-6.450358488617007e-09,7.057815309963189e-08,0.03657166895907265
FNO,211,2779,3.4428339122304483e-15,5.867566712215932e-08,4.572798829914844e-08,3.3839078437045053e-08,2.560321945566102e-07,0.07860942444199724
FNO,212,1378,5.263042704756762e-16,2.2941322334941292e-08,1.6591264886745555e-08,-4.999309985269393e-09,1.4969532458053436e-07,0.022518643270677548
FNO,213,2188,2.795357890317503e-17,5.287114421229697e-09,3.6281970531318756e-09,1.2157817558409988e-09,4.371997874841327e-08,0.00754177982087529
FNO,214,1835,3.6740548172453485e-16,1.9167824125980885e-08,1.321903998330969e-08,-3.1717956834463313e-09,9.1012083203168e-08,0.03688226530285368
FNO,215,2749,4.8770413094600884e-15,6.983581680957192e-08,4.482910863147709e-08,-2.5718970785384027e-08,4.398684723128099e-07,0.09276927690247846
FNO,216,506,1.372545148402168e-17,3.7047876435798154e-09,2.2562419315121955e-09,1.4781852594638068e-10,4.2484487039473606e-08,0.010804578231587675
FNO,217,1465,1.469746773999347e-15,3.8337276559496856e-08,2.3869723891724866e-08,1.0710971352109947e-08,2.4617446570118773e-07,0.0634069971714426
FNO,218,1196,6.166662511179737e-17,7.85281001373377e-09,5.775551981582082e-09,3.7126538793999556e-09,4.440266820893157e-08,0.01016339418629691
FNO,219,1607,1.6326619006431086e-15,4.0406211164165205e-08,2.9206985762717183e-08,2.209714184016919e-08,2.987205789395375e-07,0.043414342542786005
FNO,220,177,1.1973870528334527e-15,3.4603280954751284e-08,2.116692284381677e-08,1.291451433359357e-08,2.082714161133481e-07,0.07232787782518438
FNO,221,940,2.4749787044331505e-17,4.97491578263708e-09,3.1676688283374216e-09,1.4324362320982655e-09,3.48076127920649e-08,0.011049336993813191
FNO,222,1362,6.324974957215202e-17,7.95297111601394e-09,3.816908263900843e-09,5.222846237843619e-10,1.1428346624597907e-07,0.027689161546590377
FNO,223,184,1.9628579203036093e-16,1.401020314022466e-08,9.484705572976232e-09,2.3981269008988683e-09,9.525410860078409e-08,0.040601351226314815
FNO,224,2909,5.211532162423933e-17,7.219094238492757e-09,5.02031350477375e-09,-3.4011489947412295e-09,3.7609765968227293e-08,0.014829256973883938
FNO,225,2093,1.4489498410391262e-16,1.2037233241235821e-08,7.709068203537694e-09,9.681701427508789e-10,1.1434968882895191e-07,0.03219569729399038
FNO,226,765,2.8259239366673236e-16,1.6810484635094026e-08,1.2123914585955169e-08,-8.206317474725706e-09,9.309150073022465e-08,0.04302480606583755
FNO,227,2425,1.1259055620461542e-16,1.061086971951948e-08,7.518492366423981e-09,4.787863797778526e-09,5.799324753752444e-08,0.019271509590578256
FNO,228,2547,3.992496703503084e-16,1.9981232953707046e-08,1.386408460669773e-08,8.038661923593388e-09,9.043924364959821e-08,0.05784234650403542
FNO,229,1090,2.0400330211163087e-16,1.4282972453646715e-08,9.605821662529234e-09,-6.864017679582701e-09,7.138851287891157e-08,0.040322091893152466
FNO,230,44,3.0202427857886027e-16,1.7378845720555215e-08,1.3146615451755602e-08,7.521342063709879e-09,1.0129065231012646e-07,0.025166223118798448
FNO,231,1321,1.2477231769164928e-16,1.117015298425448e-08,7.427446629612351e-09,3.052677544497645e-09,5.540205449960922e-08,0.017501056296764135
FNO,232,420,5.056194306532827e-15,7.110692164995491e-08,5.250897319051066e-08,2.6964537485133364e-08,5.280195409795851e-07,0.08189379622119335
FNO,233,2357,1.177646298075159e-16,1.0851941292115246e-08,8.116402554803706e-09,6.1711302157763894e-09,5.798011670776759e-08,0.02441864706985636
FNO,234,2718,4.17960558766819e-15,6.464986920070442e-08,4.139005252475213e-08,-2.520081508374423e-08,3.53670344566126e-07,0.0913137511459968
FNO,235,507,4.691459640089372e-16,2.1659777561391003e-08,1.7070285567233948e-08,-1.007077429449966e-08,6.935817964404123e-08,0.033795214886816284
FNO,236,251,3.510183793407258e-17,5.924680407758091e-09,4.488452864563836e-09,3.5628621518997027e-09,2.260958353872411e-08,0.017275043387373054
FNO,237,2469,6.626838615763699e-16,2.57426467476903e-08,1.759896363996066e-08,-4.0077274345238215e-09,2.4663168574079464e-07,0.04089213539256344
FNO,238,787,6.391973833773198e-17,7.994982072383401e-09,5.446507658695379e-09,-2.723597712684283e-10,4.757666260957194e-08,0.019531757014748283
FNO,239,840,4.06500206180467e-15,6.375736868633045e-08,3.5397689319461726e-08,-3.009099420544436e-08,2.9217792985036795e-07,0.15075131448293225
FNO,240,2712,1.6032374287812668e-15,4.0040447409853786e-08,2.6433774463571978e-08,-7.217378582419556e-09,1.9672086182254134e-07,0.06794158229898137
FNO,241,644,7.527760920821708e-16,2.7436765335625315e-08,1.6374132053751242e-08,8.495553078849237e-09,2.405115822057269e-07,0.07805052008134207
FNO,242,567,3.508293155263983e-17,5.923084631561483e-09,4.473187966140655e-09,3.734071803064061e-09,2.4747805582592264e-08,0.015394395435890709
FNO,243,2144,1.646606887203245e-16,1.283201810785523e-08,9.603784288271415e-09,-5.810971155840125e-09,8.254340855273767e-08,0.03695342182095197
FNO,244,2271,2.855354082221397e-16,1.6897792998558708e-08,1.0608568770390564e-08,9.53512582505584e-10,1.1206162753296667e-07,0.021627174886482255
FNO,245,2755,4.005449373325913e-16,2.0013618796524313e-08,1.4206288476656225e-08,9.907379435181804e-09,1.225398591486737e-07,0.04708894142891122
FNO,246,162,1.2296052666045272e-16,1.1088756768026464e-08,8.105860934882286e-09,4.5714582641266944e-09,4.585379542731971e-08,0.02923835958876406
FNO,247,2227,2.9879283070545913e-16,1.728562497294961e-08,1.1390203972567602e-08,5.4894801645968505e-09,1.2111308933526743e-07,0.04253717458223945
FNO,248,2413,2.872412224761683e-15,5.359488991276764e-08,3.442429247833674e-08,-2.6352588697208326e-08,3.338005853947834e-07,0.08975021924905585
FNO,249,2876,2.9752497733844315e-17,5.454585019398297e-09,3.783081065125967e-09,7.514728975385945e-10,4.144908416492399e-08,0.014755731164564452
FNO,250,1455,3.872579893677158e-16,1.9678871648743374e-08,1.3563302233499074e-08,8.083984248591413e-09,1.2497540069489332e-07,0.0644864787107536
FNO,251,2154,1.215739480355901e-16,1.1026057683305948e-08,7.894677299488363e-09,-1.0406941867238864e-09,7.342623575823382e-08,0.009819421622450258
FNO,252,2833,1.1236563957628578e-17,3.352098440921534e-09,2.359043681418598e-09,-9.265646607045793e-10,2.9428974812617525e-08,0.007041454023508678
FNO,253,1770,7.561034801190132e-16,2.7497335873117114e-08,1.9148603316479995e-08,-1.7701207886392627e-08,9.639535392125254e-08,0.06236116586715008
FNO,254,2659,3.1322367411150184e-16,1.769812628815553e-08,1.3733816313744425e-08,-8.302707797556142e-09,7.582627858937485e-08,0.020709723038941898
FNO,255,1450,1.553154346484193e-16,1.2462561319745605e-08,7.721405049345918e-09,-2.1816899827232528e-09,1.7990669221035205e-07,0.03725763840468035
FNO,256,2704,1.455860571664635e-16,1.206590473882765e-08,8.18745786643693e-09,1.5066884026691135e-09,8.241457294388965e-08,0.028533090098848645
FNO,257,321,3.522904767914677e-18,1.876940267540413e-09,1.1621298223630267e-09,-1.33468705958886e-10,2.6592260837787762e-08,0.0053646139572651515
FNO,258,1809,6.252105809947822e-16,2.5004211265200554e-08,1.8913886702952957e-08,-1.442492195635395e-08,1.319298235102906e-07,0.056124868676015516
FNO,259,30,7.456139660997512e-16,2.7305932800396165e-08,1.928251442739334e-08,1.0099449886641151e-09,1.93866213749061e-07,0.0493644405193323
FNO,260,1437,1.3918233323265121e-16,1.1797556239859643e-08,8.40279866179589e-09,-4.9462241478620835e-09,7.103199095581658e-08,0.03759443628372045
FNO,261,2807,3.475237469705373e-15,5.895114477010072e-08,3.800826984233135e-08,2.7442085298427263e-08,3.003434585480136e-07,0.11219613026254611
FNO,262,463,1.0392189951181737e-15,3.223691975233015e-08,2.2834033506847286e-08,5.173671542295728e-09,2.2736668370271218e-07,0.036126197120849135
FNO,263,1812,4.317402630420597e-15,6.570694506991325e-08,4.736861271019807e-08,4.274757510388543e-08,3.4677390203796676e-07,0.10023834033135277
FNO,264,1127,1.998155863234739e-15,4.470073671914971e-08,3.3157153856380726e-08,-3.0631028731747065e-08,1.88570936643373e-07,0.06294545794893527
FNO,265,1435,2.68025333742844e-15,5.177116318403943e-08,3.851951309709097e-08,-1.8819788181546598e-08,3.129003971480415e-07,0.03249355808886366
FNO,266,601,6.352253647045954e-16,2.5203677602774468e-08,1.9361534726553557e-08,1.5704013935004774e-08,9.95447635432356e-08,0.032038331158460664
FNO,267,1366,1.145923340771084e-16,1.0704780898136514e-08,8.217836023429254e-09,-6.481414647183556e-09,5.042363682150608e-08,0.022676590815353604
FNO,268,298,1.364403936629382e-15,3.693783881914834e-08,2.3618739378768075e-08,1.7581454310609013e-08,1.7689342257654062e-07,0.07081514535192938
FNO,269,676,1.0386210170641071e-15,3.2227643678434e-08,2.1849676411264856e-08,5.65618774115539e-09,1.8952164282382e-07,0.07669530666595308
FNO,270,1902,1.0010815259160357e-17,3.163987240675973e-09,2.150821116226959e-09,5.804725473185911e-10,3.753052624233533e-08,0.006833311994866629
FNO,271,2430,6.5262488672214884e-15,8.078520203119807e-08,5.305137128094303e-08,4.677237071957979e-09,4.554909764920012e-07,0.09332650399376617
FNO,272,2527,5.25055555151991e-16,2.2914090755515284e-08,1.2342403026200228e-08,-4.394126598597047e-09,1.9453597133178846e-07,0.06669005056212317
FNO,273,73,2.829036248957572e-16,1.681973914470011e-08,1.1568554916753653e-08,1.416722136104533e-09,9.904402986649075e-08,0.032958668204868334
FNO,274,869,1.8315450604961867e-17,4.279655430634792e-09,2.6067319388342177e-09,-1.577029889229393e-10,4.414005161379464e-08,0.013464768213577586
FNO,275,1675,1.4571855257514755e-15,3.8173099504120376e-08,2.9020318750296927e-08,2.6488434856123938e-08,1.7200207480527752e-07,0.0783013678492193
FNO,276,1950,6.767821902430431e-15,8.22667727726719e-08,5.6525822070927775e-08,1.2747407070498081e-08,4.470712156035006e-07,0.11041142101429652
FNO,277,2196,8.899495559179729e-16,2.983202232363694e-08,1.767180899739872e-08,1.3775355823447583e-08,1.3409470511760446e-07,0.08960471401763194
FNO,278,990,1.2230505664282893e-16,1.1059161660941074e-08,7.498331618348873e-09,6.557293891629085e-09,1.714573443223344e-07,0.03255410283044879
FNO,279,408,4.2739078098780056e-17,6.537513143296926e-09,4.395997343715888e-09,-8.902627787372176e-10,4.1779571802180726e-08,0.010510957528543065
FNO,280,964,8.724955872622663e-16,2.953803627972358e-08,2.0411005303667633e-08,-4.698800408704083e-09,1.791332806533319e-07,0.04698242554604105
FNO,281,332,7.7624459277429e-16,2.7861166392925657e-08,1.6749680908139348e-08,-6.5198159370027525e-09,1.3754558381151583e-07,0.05870476455161408
FNO,282,1736,1.0443680868199253e-17,3.231668434137273e-09,2.081059987801521e-09,6.905194589919869e-10,1.9861545297317207e-08,0.0076775733611225685
FNO,283,2223,1.4292374560052579e-15,3.780525698901223e-08,3.0282513013097976e-08,2.0476212474885275e-08,1.535996432266984e-07,0.05824496853205956
FNO,284,1423,1.9146764901472478e-17,4.375701646761634e-09,3.1331316059720182e-09,-1.6536708876394467e-09,3.1125182431424037e-08,0.012423510318297065
FNO,285,565,1.0447378436650193e-15,3.2322404670213185e-08,2.151362134254532e-08,-1.2594290816404909e-08,2.0249737531230494e-07,0.06967359086951459
FNO,286,879,2.93219368203054e-17,5.414973390544537e-09,3.832633323692895e-09,-1.9060222551134083e-09,2.8798240236938e-08,0.014302019499409383
FNO,287,1590,1.6896540324118647e-15,4.1105401499217405e-08,2.477921686088111e-08,-5.9295518685739215e-09,5.13004238200665e-07,0.0690891581335171
FNO,288,1525,1.8516783378516403e-15,4.3031132193467095e-08,2.5744704467126052e-08,-1.8536588362824416e-08,1.9547812257769692e-07,0.09988710049724059
FNO,289,1596,5.5231933520556e-16,2.3501475170838958e-08,1.2679363571725703e-08,2.7078981305218805e-09,2.5204121811839286e-07,0.05202715169427974
FNO,290,368,4.2257660188367446e-17,6.500589218552996e-09,4.738028788028951e-09,1.765822984449414e-09,5.247932222118834e-08,0.015760872990233314
FNO,291,1674,3.680923804685968e-16,1.9185733774567937e-08,9.453645234968924e-09,6.023599560462234e-09,1.7666002349869814e-07,0.050025778455876344
FNO,292,2670,3.63271039997299e-17,6.027197026788647e-09,4.2081032356296975e-09,1.6475016781932386e-09,6.271596930673695e-08,0.016982734141349272
FNO,293,1656,3.9936844804800185e-16,1.9984204964121085e-08,8.083118128556473e-09,-4.734208337648052e-09,2.2507703079099883e-07,0.052356369624255626
FNO,294,962,1.4077155606260043e-15,3.7519535719755436e-08,2.4811976496442453e-08,4.781946122486274e-09,2.3809724325474235e-07,0.08076926967920005
FNO,295,1609,3.522652324741713e-16,1.8768730177456633e-08,1.253337044756493e-08,-1.392932039068033e-09,1.8544557178756804e-07,0.038830264511598434
FNO,296,239,5.0387324675670805e-15,7.098402966560211e-08,4.489048353988419e-08,3.2860584582440744e-08,3.4077254440489924e-07,0.13383111643099607
FNO,297,2623,9.85319571474987e-17,9.926326467908392e-09,7.061127401354006e-09,-3.906356429131546e-09,4.281397991690028e-08,0.018595485267942805
FNO,298,1271,7.435927547209843e-16,2.7268897203975527e-08,1.9073046107766486e-08,1.3282245687479695e-08,1.7039371869032038e-07,0.046540852721547885
UNET,0,93,1.7662675502488728e-15,4.2026985976261404e-08,2.6163626258324295e-08,-1.3863112753023529e-08,4.776193236466497e-07,0.11702345677301884
UNET,1,2687,3.0651186385804494e-15,5.536351360400141e-08,4.070813408645597e-08,-2.2359805941750624e-08,3.2218486012425274e-07,0.067876657587507
UNET,2,2381,4.12018778461991e-15,6.418868891494755e-08,4.537791683438617e-08,-4.504032336515284e-09,4.3280124373268336e-07,0.06806808623947133
UNET,3,2163,1.3270870371935618e-14,1.1519926376472906e-07,7.510107503671346e-08,5.024282018986146e-08,7.87701992521761e-07,0.16873777337640633
UNET,4,1776,8.534033825823774e-15,9.237983451935695e-08,6.23455594435244e-08,-2.3099667800710566e-08,7.072213747960632e-07,0.1117616398910329
UNET,5,2516,1.5015473085818322e-15,3.8749803981205275e-08,2.756732588511528e-08,-1.956627191411822e-08,3.1817626222618856e-07,0.09794409510688311
UNET,6,2589,1.5202250560777778e-15,3.8990063555703235e-08,2.6738788158397412e-08,6.348464143598547e-09,2.6168891054112464e-07,0.08563093561721712
UNET,7,535,7.213643330260714e-15,8.493316978813822e-08,6.715258027825766e-08,5.4071309521622137e-08,4.041489773953799e-07,0.13660113282485944
UNET,8,900,4.18991289842081e-15,6.472953652252432e-08,4.419284619588816e-08,1.0996647482225655e-08,3.7921446960353933e-07,0.13109966993311284
UNET,9,2273,2.4555768936480074e-14,1.5670280449462312e-07,1.2939846585504077e-07,5.181547779367589e-08,5.205051820666995e-07,0.14188855127120317
UNET,10,1272,4.25719594888055e-15,6.524719111870295e-08,4.81293616231773e-08,-3.6524911289971286e-09,4.6203649617382325e-07,0.07674662409543898
UNET,11,527,5.652536864483802e-15,7.518335496959285e-08,5.1889194446898796e-08,-1.2269266596115126e-08,4.4452804104366805e-07,0.0804540893147531
UNET,12,680,2.4149864498892097e-15,4.914251163594724e-08,3.5068034146102355e-08,1.1803598131432751e-08,3.923305484931916e-07,0.12446125835203369
UNET,13,471,9.110443434799756e-15,9.544864291753842e-08,7.050256634164404e-08,5.234470988736622e-08,5.330178964868537e-07,0.15415373250846034
UNET,14,2110,3.2350536812491077e-15,5.6877532306255235e-08,4.1839546200604365e-08,2.079353909741854e-08,1.988696567423176e-07,0.1253017400807343
UNET,15,844,1.6411647888614459e-15,4.051129211542685e-08,2.8858347818422048e-08,9.138621928039497e-09,3.754212229978293e-07,0.11317781975280533
UNET,16,1929,9.659756341107333e-15,9.82840594456056e-08,7.051766503282358e-08,3.784475477535435e-08,4.90496688598796e-07,0.17014903577590743
UNET,17,1025,4.091585902913394e-15,6.396550557068547e-08,4.966879314441263e-08,2.2499865221265324e-08,1.859889380284585e-07,0.12338482494782613
UNET,18,2793,2.6361171587879273e-14,1.6236123794760643e-07,1.3223928845723663e-07,2.7942500955978593e-08,6.307523108262103e-07,0.145603324577147
UNET,19,2212,5.833250499716904e-15,7.63757193073617e-08,5.5356321347215814e-08,-3.4066680222709023e-08,3.6382016332936473e-07,0.08561739243936554
UNET,20,63,1.4685349539250093e-14,1.211831239870061e-07,8.597448062703085e-08,6.641009577518528e-08,3.748309609363787e-07,0.15073255280833775
UNET,21,479,1.3637330830073391e-14,1.1677898282684857e-07,8.700914680874294e-08,6.456757434222724e-09,5.84644112677779e-07,0.09928886156305879
UNET,22,1767,1.3782319620034093e-15,3.712454662354019e-08,2.357335415437082e-08,1.3949399989953378e-08,3.8409052649512887e-07,0.09040812414139679
UNET,23,811,6.190900252848307e-15,7.868227407013798e-08,5.969347952201002e-08,1.639434999651652e-08,3.7256859286571853e-07,0.09814624587568437
UNET,24,2848,1.3969832999298603e-15,3.737623977783025e-08,2.6814985665961047e-08,1.2980364864795799e-08,3.5158109312760644e-07,0.1086253059257283
UNET,25,1295,1.2155881703449642e-15,3.486528603561089e-08,1.4091480860458196e-08,7.550591459799153e-09,3.954110070480965e-07,0.09050634336808655
UNET,26,322,1.3044039538641684e-15,3.61165329712608e-08,2.3570555692981222e-08,1.590488417138753e-08,3.877512426697649e-07,0.09343788870659496
UNET,27,1915,7.293393612524984e-15,8.54013677438774e-08,6.466379678017434e-08,-2.3764660923864016e-08,5.307334731696756e-07,0.09029836703060604
UNET,28,1241,2.7794476262581088e-15,5.272046686305147e-08,3.960158881204704e-08,-3.739291282959324e-08,2.716259928092768e-07,0.13016897527820354
UNET,29,605,1.3638617980229642e-15,3.693049956367994e-08,1.6132263832429553e-08,-8.596329803824516e-09,3.8471804941764276e-07,0.10571772455704886
UNET,30,1010,1.175192729842309e-15,3.4281084140416405e-08,2.231865307701693e-08,-1.489975899794983e-09,2.701058292586822e-07,0.07174950739846694
UNET,31,1351,3.892581418819517e-15,6.23905555258127e-08,4.860178567948632e-08,-1.0251424165236305e-08,3.632804919107002e-07,0.06704341734128746
UNET,32,102,1.7999472852882364e-15,4.242578561780838e-08,3.0416648937133146e-08,1.493522391416039e-08,3.0299815989565104e-07,0.07772688445931115
UNET,33,1798,1.1181020885612747e-15,3.3438033563014355e-08,2.1235901895634193e-08,-1.2423551762284076e-09,2.807428245432675e-07,0.0690524249229395
UNET,34,1068,2.743221104793661e-15,5.237576829788429e-08,3.509901714334958e-08,2.9855699173515978e-09,4.663746722144424e-07,0.09431302693262797
UNET,35,2804,1.3518479879734282e-15,3.676748547253984e-08,2.580983286440546e-08,9.457099582393621e-09,3.413288141018711e-07,0.09263854423315072
UNET,36,1789,2.5373274755905016e-15,5.03718917213807e-08,3.650182812183105e-08,-2.9770334902794874e-09,1.9721392163773999e-07,0.09185877604507316
UNET,37,1825,4.8796256269853996e-15,6.985431716784153e-08,3.882222685177466e-08,1.1404127988547832e-08,8.802310276223579e-07,0.11320395769798237
UNET,38,718,1.4301890838440624e-14,1.1959051316237683e-07,8.550929700774021e-08,4.937741729467994e-08,7.360567906289361e-07,0.15153421047776644
UNET,39,1344,5.078267332433524e-15,7.126196273211624e-08,5.0807765895027186e-08,-1.5182241936341279e-09,6.476959697465645e-07,0.06775246521715479
UNET,40,1977,3.4314168994712354e-15,5.857829717114723e-08,4.16885015683085e-08,2.3558218312529328e-08,2.786587174341548e-07,0.10718942283553805
UNET,41,144,1.3404524223953153e-15,3.6612189532931724e-08,2.3844613400104273e-08,1.074441663555555e-08,3.3454287517997727e-07,0.07467517535536602
UNET,42,2346,1.9456038701819028e-14,1.3948490492457966e-07,1.1205963230371607e-07,8.35230917129092e-08,6.122729701019125e-07,0.1509905436760463
UNET,43,291,5.049090562198531e-15,7.105695294760768e-08,5.389729933473835e-08,2.9149012539817637e-08,2.5776535039767623e-07,0.11679816601541204
UNET,44,2058,3.3218031813741948e-15,5.763508637431018e-08,4.453954862103485e-08,1.359117941193364e-08,2.0233164832461625e-07,0.12186588585229596
UNET,45,2398,5.851564119241399e-15,7.649551698786929e-08,5.80082315075541e-08,1.0928849453181243e-08,1.9900403458450455e-07,0.14921770562124415
UNET,46,1497,2.4207185968572893e-14,1.55586586724476e-07,1.275787034149996e-07,7.258150735032524e-08,8.242172953032423e-07,0.132906057817725
UNET,47,2319,1.12647249928143e-15,3.3562963207700094e-08,2.233726002634197e-08,7.592218366150017e-09,3.580771590350196e-07,0.09725616318718969
UNET,48,2605,1.6609876217295906e-15,4.075521588373187e-08,2.8651443934773042e-08,1.8804030086148952e-08,3.271884452260565e-07,0.12674043675525923
UNET,49,1278,4.063959497934359e-15,6.374919213554285e-08,4.707665722991138e-08,2.023098463610013e-08,2.861943357856944e-07,0.1262462135818129
UNET,50,2921,1.5810361748639916e-15,3.9762245596344174e-08,2.8739939977404356e-08,-1.9887667308891795e-08,2.3350230549112894e-07,0.0684165754264048
UNET,51,2766,2.3009042239505965e-14,1.5168731733241894e-07,1.206490759893194e-07,5.981242931430255e-08,6.505067631223937e-07,0.14991076519841393
UNET,52,2579,3.038814263734769e-15,5.512544116589698e-08,3.808836526875714e-08,1.1192344969716229e-08,2.9987995731062256e-07,0.11134236021924393
UNET,53,1730,7.91451465233895e-15,8.896355800179616e-08,6.161652528605744e-08,-3.032364319856702e-08,5.377155503083486e-07,0.0909013610940895
UNET,54,486,1.5579440354993032e-14,1.2481762838234443e-07,9.555115612265918e-08,-8.548171372549805e-08,4.0988140881381696e-07,0.15997527774309547
UNET,55,511,6.972882019492684e-16,2.6406215214401103e-08,1.4774331368622297e-08,7.422622470726348e-09,2.9248849386931397e-07,0.07809533309726378
UNET,56,2121,9.561403820323535e-16,3.092151972384853e-08,1.9546148299908538e-08,-1.4533219634732995e-08,2.9164584702812135e-07,0.06936310391201025
UNET,57,52,2.0048206478270483e-15,4.4775223593266936e-08,3.212209479063771e-08,2.307430593872368e-08,3.210666363884229e-07,0.09312944146204319
UNET,58,965,8.407657944617541e-16,2.899596169230733e-08,1.0688635911157146e-08,2.7901990707634488e-09,6.654811386397341e-07,0.07974161352490447
UNET,59,1874,1.404916449055759e-15,3.7482215103376146e-08,2.7320890991007626e-08,9.784865246041639e-09,2.59312400885392e-07,0.09747394528544015
UNET,60,929,2.1913987972638903e-15,4.681237867555856e-08,3.159227134031658e-08,-2.024482974692664e-08,2.544875314924866e-07,0.08958858226028073
UNET,61,1553,9.892238245698661e-16,3.145192878934241e-08,2.0656280604206766e-08,1.8260419651448385e-09,3.674226718430873e-07,0.08503871172961677
UNET,62,2412,3.5428028052120634e-15,5.952144827885208e-08,4.4028550720673676e-08,3.965811590481103e-08,3.693380676850211e-07,0.108531758881606
UNET,63,45,5.235357265976144e-15,7.235576871249551e-08,4.492117659546987e-08,1.0248715169133434e-09,7.216392532427562e-07,0.1194813527039495
