x,Total UO2++ [M]
268,1.390632225856878e-16
269,1.368807400097305e-16
270,1.3477780564123364e-16
271,1.3276125717331054e-16
272,1.3083731349079896e-16
273,1.2901158962395495e-16
274,1.272891175558468e-16
275,1.2567437202497987e-16
276,1.241713003857916e-16
277,1.2278335515547806e-16
278,1.2151353412777847e-16
279,1.2036440433702992e-16
280,1.1933815270740886e-16
281,1.184366151289045e-16
282,1.1766131233721474e-16
283,1.1701348205914088e-16
284,1.1649410806471949e-16
285,1.1610394545400213e-16
286,1.1584354160078138e-16
287,1.1571325229167174e-16
288,1.194457232760514e-16
289,1.1960710308126303e-16
290,1.1992964669560935e-16
291,1.2041291384053467e-16
292,1.2105622716434062e-16
293,1.2185865218753648e-16
294,1.2281897132577128e-16
295,1.2393565252452154e-16
296,1.2520681321478788e-16
297,1.266301804169528e-16
298,1.2820304792309247e-16
299,1.299222315767647e-16
300,1.3178402374138708e-16
301,1.3378414810302773e-16
302,1.359177159894656e-16
303,1.381791854036138e-16
304,1.405623239654736e-16
305,1.4306017693228594e-16
306,1.4566504142041283e-16
307,1.4836844788648356e-16
308,1.5116114983780656e-16
309,1.5403312263552597e-16
310,1.5697357212882898e-16
311,1.5997095371557514e-16
312,1.6301300226769117e-16
313,1.6608677318801713e-16
314,1.6917869468515016e-16
315,1.7227463116347889e-16
316,1.753599574335708e-16
317,1.7841964325521856e-16
318,1.8143834753623356e-16
319,1.8440052132504715e-16
320,1.8729051850061041e-16
321,1.9009271168019867e-16
322,1.9279162343783194e-16
323,1.9537203757207845e-16
324,1.978191315099906e-16
325,2.001186165002702e-16
326,2.0225685544431504e-16
327,2.0422098981537072e-16
328,2.0599905974042452e-16
329,2.0758011764761712e-16
330,2.089543339383186e-16
331,2.1011309315227996e-16
332,2.1104907921809807e-16
333,2.117563485316304e-16
334,2.1223038977842073e-16
335,2.1246816960931381e-16
336,2.124681634889529e-16
337,2.1223037127754883e-16
338,2.1175631728509128e-16
339,2.1104903480384594e-16
340,2.1011303538426435e-16
341,2.0895426329632473e-16
342,2.0758003587957503e-16
343,2.0599896913166013e-16
344,2.0422090972420348e-16
345,2.0225679938685181e-16
346,2.001185756344633e-16
347,1.9781910171010861e-16
348,1.9537201648533546e-16
349,1.9279161176474306e-16
350,1.9009270516705967e-16
351,1.8729051143320285e-16
352,1.8440051412115112e-16
353,1.814383394122543e-16
354,1.784196336285732e-16
355,1.7535994594419885e-16
356,1.7227461764231484e-16
357,1.6917867912269064e-16
358,1.6608675570007268e-16
359,1.6301298305877238e-16
360,1.5997093304259889e-16
361,1.5697355026842153e-16
362,1.5403309985722078e-16
363,1.5116112638451717e-16
364,1.4836842396283538e-16
365,1.4566501718892569e-16
366,1.4306015251714288e-16
367,1.4056229946343739e-16
368,1.3817916090124828e-16
369,1.3591769158494735e-16
370,1.3378412392878492e-16
371,1.3178399998038997e-16
372,1.299222084538995e-16
373,1.2820302469933017e-16
374,1.2663016098018016e-16
375,1.2520679615057962e-16
376,1.2393563746154288e-16
377,1.2281895795073496e-16
378,1.2185864019489392e-16
379,1.2105621626071781e-16
380,1.204129037477328e-16
381,1.1992963715036876e-16
382,1.196070938329291e-16
383,1.1944571404321292e-16
384,1.2487172680257042e-16
385,1.2507832209742403e-16
386,1.254912364462534e-16
387,1.2610990674255243e-16
388,1.2693346662270413e-16
389,1.2796072075893685e-16
390,1.2919011156323075e-16
391,1.3061967898854192e-16
392,1.3224701433777055e-16
393,1.3406920914168553e-16
394,1.360828002992238e-16
395,1.3828371278601922e-16
396,1.4066720132933708e-16
397,1.432277925168681e-16
398,1.4595922885238522e-16
399,1.488544162920599e-16
400,1.5190537678960253e-16
401,1.5510320734696228e-16
402,1.5843804700848715e-16
403,1.6189905315134874e-16
404,1.6547438831391106e-16
405,1.6915121866688342e-16
406,1.729157250720309e-16
407,1.7675312749087778e-16
408,1.8064772330405743e-16
409,1.8458293988316676e-16
410,1.8854140152527385e-16
411,1.9250501061771283e-16
412,1.9645504265524706e-16
413,2.003722544830206e-16
414,2.0423700489831153e-16
415,2.0802938650953951e-16
416,2.1172936746330138e-16
417,2.1531693998979633e-16
418,2.1877228844253082e-16
419,2.2207593098563007e-16
420,2.2520888979353855e-16
421,2.2815287064236657e-16
422,2.3089041369382267e-16
423,2.334050559689975e-16
424,2.3568148502439507e-16
425,2.3770568446519787e-16
426,2.394650692473368e-16
427,2.4094860880494234e-16
428,2.4214693620073826e-16
429,2.4305244168970415e-16
430,2.436593493071741e-16
431,2.4396377534019393e-16
432,2.4396376781141806e-16
433,2.4365932642195996e-16
434,2.4305240261448905e-16
435,2.421468797749404e-16
436,2.409485339089828e-16
437,2.394649752624459e-16
438,2.3770557210731375e-16
439,2.356813734540154e-16
440,2.3340497320626677e-16
441,2.308903527785847e-16
442,2.281528258052988e-16
443,2.2520885736977245e-16
444,2.220759087234599e-16
445,2.1877227769256774e-16
446,2.1531693542799735e-16
447,2.1172936153151762e-16
448,2.0802937975778343e-16
449,2.042369964360515e-16
450,2.0037224364675877e-16
451,1.9645502904861693e-16
452,1.9250499408707993e-16
453,1.8854138212560045e-16
454,1.8458291783280257e-16
455,1.8064769893283553e-16
456,1.7675310118836573e-16
457,1.7291569724141634e-16
458,1.6915118968817372e-16
459,1.654743585179642e-16
460,1.6189902280501458e-16
461,1.5843801631056613e-16
462,1.5510317643469166e-16
463,1.5190534575534256e-16
464,1.4885438521037625e-16
465,1.459591978170198e-16
466,1.4322776168350201e-16
467,1.406671709333363e-16
468,1.3828368269124136e-16
469,1.360827720636844e-16
470,1.340691852066048e-16
471,1.322469933878165e-16
472,1.306196605910985e-16
473,1.2919009529167715e-16
474,1.2796070620612904e-16
475,1.2693345340944909e-16
476,1.2610989451721226e-16
477,1.2549122488038502e-16
478,1.2507831087910296e-16
479,1.248717155753332e-16
480,1.3242333311391385e-16
481,1.3269288732386848e-16
482,1.3323163562411416e-16
483,1.3403884391443516e-16
484,1.351133826969944e-16
485,1.3645369349887092e-16
486,1.3805774538497534e-16
487,1.3992298245956195e-16
488,1.420462635476122e-16
489,1.444237954432924e-16
490,1.4705106128456754e-16
491,1.499227457595313e-16
492,1.5303265896920347e-16
493,1.5637366086188006e-16
494,1.5993758821273049e-16
495,1.6371518614922677e-16
496,1.6769604621561433e-16
497,1.7186855292832005e-16
498,1.7621984069805255e-16
499,1.807357628829691e-16
500,1.8540087459286497e-16
501,1.901984306859836e-16
502,1.9511040019138654e-16
503,2.0011749815243332e-16
504,2.0519923562320675e-16
505,2.1033398826498638e-16
506,2.1549908368601899e-16
507,2.206709073521974e-16
508,2.258250265727762e-16
509,2.3093633174190317e-16
510,2.359791937002179e-16
511,2.409276357771033e-16
512,2.4575551870264827e-16
513,2.5043673450707605e-16
514,2.549454276745817e-16
515,2.5925617442284954e-16
516,2.633442108197727e-16
517,2.671856641739108e-16
518,2.7075775120670213e-16
519,2.7403898926946663e-16
520,2.770093969702552e-16
521,2.796506840947129e-16
522,2.8194642818680003e-16
523,2.838822352350158e-16
524,2.8544588211532192e-16
525,2.8662743869008424e-16
526,2.8741936774934065e-16
527,2.878166013032328e-16
528,2.8781659208601687e-16
529,2.874193395591604e-16
530,2.866273899696231e-16
531,2.8544581053374437e-16
532,2.8388213821174403e-16
533,2.819463029740235e-16
534,2.7965054225604503e-16
535,2.7700928638749483e-16
536,2.740389041348922e-16
537,2.7075768644462866e-16
538,2.6718561555397403e-16
539,2.6334417558435324e-16
540,2.5925615113435565e-16
541,2.549454187674948e-16
542,2.504367337751376e-16
543,2.457555149265492e-16
544,2.409276300230482e-16
545,2.3597918502424277e-16
546,2.3093631938965283e-16
547,2.25825010104614e-16
548,2.2067088664722167e-16
549,2.154990589071064e-16
550,2.1033395979521588e-16
551,2.051992039886631e-16
552,2.0011746394572065e-16
553,1.9511036400543524e-16
554,1.9019839306302833e-16
555,1.8540083598984337e-16
556,1.8073572365261905e-16
557,1.762198010846674e-16
558,1.7186851307745695e-16
559,1.6769600619763815e-16
560,1.637151459982858e-16
561,1.5993754798479823e-16
562,1.5637362071528117e-16
563,1.5303261923653587e-16
564,1.4992270628262417e-16
565,1.4705102556543748e-16
566,1.444237653388711e-16
567,1.42046237419583e-16
568,1.3992295963844678e-16
569,1.3805772526892834e-16
570,1.364536755404574e-16
571,1.3511336640256622e-16
572,1.3403882883585407e-16
573,1.3323162134776573e-16
574,1.3269287345827097e-16
575,1.3242331920689146e-16
576,1.4269737941233103e-16
577,1.430526371946674e-16
578,1.437626784771932e-16
579,1.4482653645108273e-16
580,1.4624272351281116e-16
581,1.480091869761365e-16
582,1.5012325171528596e-16
583,1.525815509273622e-16
584,1.5537994658680203e-16
585,1.5851344142270261e-16
586,1.619760844751157e-16
587,1.657608724791112e-16
588,1.6985964948155302e-16
589,1.742630072138099e-16
590,1.789601888209064e-16
591,1.8393899858282499e-16
592,1.891857202539674e-16
593,1.9468504659293533e-16
594,2.004200225541517e-16
595,2.063720044675456e-16
596,2.1252063734136676e-16
597,2.1884385218957307e-16
598,2.253178850099495e-16
599,2.3191731872664126e-16
600,2.3861514906390324e-16
601,2.4538287494150777e-16
602,2.5219061358227264e-16
603,2.590072401043911e-16
604,2.6580055094247505e-16
605,2.725374500124392e-16
606,2.7918415611586384e-16
607,2.857064296798512e-16
608,2.920698164095758e-16
609,2.9823990222641555e-16
610,3.0418261488708237e-16
611,3.09864427017652e-16
612,3.152527071211282e-16
613,3.203159846169595e-16
614,3.250242279976893e-16
615,3.293491199837975e-16
616,3.3326432202573626e-16
617,3.3674572471425937e-16
618,3.3977168057961603e-16
619,3.423232159295791e-16
620,3.443842186344386e-16
621,3.459415990900996e-16
622,3.4698542196594134e-16
623,3.4750900676650055e-16
624,3.475089956956771e-16
625,3.4698538788336346e-16
626,3.4594153937419997e-16
627,3.443841291140067e-16
628,3.4232309215979663e-16
629,3.3977151951871184e-16
630,3.3674556585192216e-16
631,3.3326420608237006e-16
632,3.2934903089187617e-16
633,3.2502415866176644e-16
634,3.2031593129194003e-16
635,3.152526679954723e-16
636,3.0986440176211747e-16
637,3.0418260490137623e-16
638,2.9823990796795387e-16
639,2.920698159714425e-16
640,2.85706425650817e-16
641,2.791841474711612e-16
642,2.72537435824881e-16
643,2.658005306897611e-16
644,2.590072137167996e-16
645,2.52190581397865e-16
646,2.4538283760513365e-16
647,2.3861510740539705e-16
648,2.3191727364483673e-16
649,2.2531783737707336e-16
650,2.1884380278113943e-16
651,2.1252058679098426e-16
652,2.0637195324367363e-16
653,2.0041997095602533e-16
654,1.946849947640276e-16
655,1.8918566821254913e-16
656,1.8393894627162382e-16
657,1.7896013618598912e-16
658,1.7426295433457986e-16
659,1.6985959670133384e-16
660,1.6576081934222224e-16
661,1.6197604018976381e-16
662,1.5851340343187043e-16
663,1.5537991382460858e-16
664,1.5258152243697196e-16
665,1.5012322665727863e-16
666,1.4800916462188772e-16
667,1.4624270322501747e-16
668,1.4482651766162228e-16
669,1.4376266066637517e-16
670,1.4305261987158232e-16
671,1.4269736200447716e-16
672,1.5649746962885097e-16
673,1.5696791427128722e-16
674,1.5790817588588344e-16
675,1.593169750216692e-16
676,1.611923429643565e-16
677,1.6353156306073664e-16
678,1.6633109472922308e-16
679,1.6958648173357364e-16
680,1.7329224680498311e-16
681,1.7744177503769277e-16
682,1.820271887816127e-16
683,1.8703921700891071e-16
684,1.9246706233828316e-16
685,1.9829826905693617e-16
686,2.0451859558257282e-16
687,2.1111189485475574e-16
688,2.180600061332017e-16
689,2.2534266160897973e-16
690,2.329374111034525e-16
691,2.4081956793627244e-16
692,2.489621787927658e-16
693,2.5733602011092285e-16
694,2.6590962314475375e-16
695,2.7464932944672364e-16
696,2.835193780532134e-16
697,2.9248202515834776e-16
698,3.014976965319974e-16
699,3.105251723809081e-16
700,3.1952180378288597e-16
701,3.284437592479052e-16
702,3.3724629939912404e-16
703,3.4588407727245304e-16
704,3.543114614999577e-16
705,3.6248286887967044e-16
706,3.7035318625117423e-16
707,3.7787798859253247e-16
708,3.850140658027985e-16
709,3.9171973546874167e-16
710,3.979552212133506e-16
711,4.036830170106906e-16
712,4.08868237504582e-16
713,4.13478949703493e-16
714,4.1748648136235972e-16
715,4.208657016041222e-16
716,4.235952696813654e-16
717,4.2565784820676266e-16
718,4.2704027768014367e-16
719,4.277337096938075e-16
720,4.2773369679731793e-16
721,4.2704023774256456e-16
722,4.256577771698963e-16
723,4.2359515992031815e-16
724,4.208655426393619e-16
725,4.174863000509905e-16
726,4.1347880599713476e-16
727,4.0886812300503296e-16
728,4.036829242813534e-16
729,3.979551458541385e-16
730,3.9171967532323526e-16
731,3.8501402030854755e-16
732,3.778779584611022e-16
733,3.703531737309474e-16
734,3.624828839748585e-16
735,3.5431146499043084e-16
736,3.4588407597646043e-16
737,3.3724629126376847e-16
738,3.284437429263256e-16
739,3.1952177858042847e-16
740,3.1052513830828136e-16
741,3.0149765421633487e-16
742,2.9248197566308424e-16
743,2.835193226774067e-16
744,2.746492695472495e-16
745,2.659095599995854e-16
746,2.5733595482562905e-16
747,2.4896211224433454e-16
748,2.4081950074652573e-16
749,2.3293734363640243e-16
750,2.253425939892631e-16
751,2.1805993828378468e-16
752,2.1111182655056977e-16
753,2.0451852653242015e-16
754,1.9829819910009905e-16
755,1.9246699192810801e-16
756,1.8703914735805709e-16
757,1.8202713228248555e-16
758,1.7744172719542496e-16
759,1.7329220578427205e-16
760,1.6958644614603246e-16
761,1.66331063442831e-16
762,1.6353153513152452e-16
763,1.6119231758564635e-16
764,1.5931695148283787e-16
765,1.579081535393149e-16
766,1.5696789250427646e-16
767,1.5649744771848437e-16
768,1.7488991272741828e-16
769,1.7551397658537782e-16
770,1.7676127218204686e-16
771,1.7863010337844438e-16
772,1.8111786023970671e-16
773,1.8422094118493529e-16
774,1.8793465216184196e-16
775,1.9225308494177285e-16
776,1.971689773003927e-16
777,2.026735583004774e-16
778,2.0875638228749588e-16
779,2.154051555445708e-16
780,2.226055598278385e-16
781,2.303410772110809e-16
782,2.385928208051923e-16
783,2.4733937598140603e-16
784,2.5655665671307894e-16
785,2.6621778155686366e-16
786,2.762929736206733e-16
787,2.8674948861083943e-16
788,2.9755157471735024e-16
789,3.0866046768523404e-16
790,3.2003442393839294e-16
791,3.316287940725549e-16
792,3.433961384267512e-16
793,3.5528638578070153e-16
794,3.6724703552329206e-16
795,3.7922340289705426e-16
796,3.9115890616400285e-16
797,4.02995393760929e-16
798,4.1467350871130943e-16
799,4.2613308654308497e-16
800,4.3731357867688477e-16
801,4.481545540495123e-16
802,4.58596064621279e-16
803,4.685792286476234e-16
804,4.780467031645134e-16
805,4.869431808614329e-16
806,4.952158840647233e-16
807,5.028150474413161e-16
808,5.096943827213366e-16
809,5.158115188331962e-16
810,5.211284111440529e-16
811,5.256117138755544e-16
812,5.292331102447305e-16
813,5.319695954546544e-16
814,5.338037083237727e-16
815,5.347237080790518e-16
816,5.347236936250269e-16
817,5.338036635580615e-16
818,5.319695153288502e-16
819,5.292329821028305e-16
820,5.256115377690114e-16
821,5.211282605880788e-16
822,5.158113870883299e-16
823,5.096942684679575e-16
824,5.028149485984918e-16
825,4.952157993526324e-16
826,4.869431101804428e-16
827,4.78046647460698e-16
828,4.685791896179537e-16
829,4.585960442464152e-16
830,4.481545538380187e-16
831,4.373135968059166e-16
832,4.2613309042374464e-16
833,4.146735021017008e-16
834,4.0299537511824245e-16
835,3.911588745208462e-16
836,3.7922335842058166e-16
837,3.672469793382281e-16
838,3.552863196292311e-16
839,3.433960643328402e-16
840,3.316287140725541e-16
841,3.200343398917485e-16
842,3.086603811567424e-16
843,2.97551486913407e-16
844,2.8674940035333724e-16
845,2.762928853480398e-16
846,2.662176933507156e-16
847,2.5655656834874536e-16
848,2.4733928697663075e-16
849,2.3859273042213007e-16
850,2.303409844640581e-16
851,2.226054620934207e-16
852,2.1540507240364632e-16
853,2.0875631201407474e-16
854,2.0267349870220712e-16
855,1.971689262233433e-16
856,1.9225304059909528e-16
857,1.8793461311369647e-16
858,1.8422090625333747e-16
859,1.8111782842958087e-16
860,1.7863007381599393e-16
861,1.767612440685637e-16
862,1.7551394916028793e-16
863,1.7488988507980791e-16
864,1.992769985724363e-16
865,2.0010489423013168e-16
866,2.017595824096422e-16
867,2.042388146440553e-16
868,2.0753913104361791e-16
869,2.1165575701988512e-16
870,2.1658246952148832e-16
871,2.2231143556205915e-16
872,2.2883302670472907e-16
873,2.361356137663473e-16
874,2.442053465259114e-16
875,2.5302592366949126e-16
876,2.6257835856800384e-16
877,2.7284074676184823e-16
878,2.8378804121094994e-16
879,2.953918414536584e-16
880,3.0762020280146706e-16
881,3.204374715735542e-16
882,3.3380415214548183e-16
883,3.476768112492776e-16
884,3.6200802451924475e-16
885,3.767463697324562e-16
886,3.918364705537867e-16
887,4.072190938659249e-16
888,4.2283130295930423e-16
889,4.386066679820867e-16
890,4.544755341156079e-16
891,4.703653469631189e-16
892,4.862010336293065e-16
893,5.019054369466377e-16
894,5.173997993101753e-16
895,5.326042917497385e-16
896,5.474385617738968e-16
897,5.618224508995614e-16
898,5.756763734064345e-16
899,5.889222116303292e-16
900,6.014838735044194e-16
901,6.132879667974156e-16
902,6.242644555342419e-16
903,6.343473006646063e-16
904,6.434750768247353e-16
905,6.515915565024277e-16
906,6.586462532195303e-16
907,6.645949158474141e-16
908,6.693999668159222e-16
909,6.730308777435912e-16
910,6.754644769047501e-16
911,6.766851839329895e-16
912,6.766851682305311e-16
913,6.754644289406237e-16
914,6.730307946487044e-16
915,6.693998387118552e-16
916,6.645947653295943e-16
917,6.58646117633076e-16
918,6.51591427759638e-16
919,6.434749565262006e-16
920,6.343471898818292e-16
921,6.242643556130238e-16
922,6.13287879798317e-16
923,6.014838022142173e-16
924,5.889221593028386e-16
925,5.756763432182148e-16
926,5.618224457546626e-16
927,5.474385960464e-16
928,5.326043008260995e-16
929,5.17399795766831e-16
930,5.019054160275351e-16
931,4.862009935860378e-16
932,4.703652882945023e-16
933,4.544754588398377e-16
934,4.386065789546782e-16
935,4.2283120332036366e-16
936,4.07218986647422e-16
937,3.9183635843358674e-16
938,3.767462549007996e-16
939,3.6200790861928153e-16
940,3.476766953591463e-16
941,3.338040367850518e-16
942,3.204373567425503e-16
943,3.0762008807029835e-16
944,2.9539172604561796e-16
945,2.8378792386893306e-16
946,2.72840625811193e-16
947,2.6257822776378685e-16
948,2.5302581869625373e-16
949,2.4420525926681837e-16
950,2.361355400423837e-16
951,2.288329634469736e-16
952,2.2231138047721234e-16
953,2.165824208432364e-16
954,2.1165571332862749e-16
955,2.0753909114351623e-16
956,2.0423877747886914e-16
957,2.0175954700376476e-16
958,2.0010485964339543e-16
959,1.9927696365782615e-16
960,2.314919991301401e-16
961,2.325893568006093e-16
962,2.3478261123836466e-16
963,2.38068784883826e-16
964,2.424432958501348e-16
965,2.4789982104688733e-16
966,2.544301188760728e-16
967,2.6202381518237707e-16
968,2.706681573071994e-16
969,2.803477418884586e-16
970,2.910442227413499e-16
971,3.0273600574995443e-16
972,3.153979381849303e-16
973,3.290010002355383e-16
974,3.435120067906054e-16
975,3.588933276200074e-16
976,3.751026340873282e-16
977,3.920926803634719e-16
978,4.098111268068268e-16
979,4.282004127299714e-16
980,4.471976851833966e-16
981,4.66734789664508e-16
982,4.867383278092189e-16
983,5.071297861585933e-16
984,5.278257390246263e-16
985,5.487381273251261e-16
986,5.697746140187491e-16
987,5.908390154747704e-16
988,6.118318067751506e-16
989,6.326506975591759e-16
990,6.531912733432002e-16
991,6.733476909856185e-16
992,6.930134713397691e-16
993,7.120822432694325e-16
994,7.304485407751549e-16
995,7.480087814586266e-16
996,7.646620733790743e-16
997,7.803111046260331e-16
998,7.948630126800255e-16
999,8.082302338400809e-16
1000,8.203313211767479e-16
1001,8.310917193062846e-16
1002,8.404444848174958e-16
1003,8.483309418873481e-16
1004,8.547012634799466e-16
1005,8.595149695525564e-16
1006,8.627413348646414e-16
1007,8.643597002988968e-16
1008,8.643596830308943e-16
1009,8.627412827847565e-16
1010,8.595148816846596e-16
1011,8.547011293026665e-16
1012,8.483307917738964e-16
1013,8.40444347772663e-16
1014,8.310915820101452e-16
1015,8.203311852273813e-16
1016,8.082301020867826e-16
1017,7.94862888719828e-16
1018,7.803109927914197e-16
1019,7.64661978718854e-16
1020,7.480087095226211e-16
1021,7.304484968036473e-16
1022,7.12082230627541e-16
