channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Uranium,2.901972e-07,5.678829e-07,-5.688541e-06,4.191485e-06,1.556124e-07,1.408835e-05,9.999994e-01,-1.052810e+01,6.869894e+00,-2.369802e-01
