x,Total UO2++ [M]
361,1.8766855889714075e-13
362,2.1061988336862783e-13
363,2.319713329244768e-13
364,2.50651270659835e-13
365,2.656663942762085e-13
366,2.761829258831274e-13
367,2.815990178698684e-13
368,2.815989462859407e-13
369,2.761828529684635e-13
370,2.6566632509857385e-13
371,2.5065120604908845e-13
372,2.3197127179238225e-13
373,2.1061979653528797e-13
374,1.8766853370003345e-13
375,1.6418802250612187e-13
376,1.4117825100115914e-13
377,1.1951635641378936e-13
378,9.992539336708138e-14
379,8.296433352103515e-14
380,6.90364779213727e-14
381,5.84116458955388e-14
382,5.125526761314083e-14
383,4.765771244062933e-14
384,9.098220487680053e-14
385,9.788961006353355e-14
386,1.1163157872175113e-13
387,1.3203738334426057e-13
388,1.5879291529146495e-13
389,1.9138368201039016e-13
390,2.29038152622163e-13
391,2.7068465946895495e-13
392,3.1493444672845584e-13
393,3.6010081423069046e-13
394,4.042586335637088e-13
395,4.4534632994096327e-13
396,4.812987353886902e-13
397,5.102011786178829e-13
398,5.304461001070931e-13
399,5.408728518261047e-13
400,5.408728044009339e-13
401,5.304460485669941e-13
402,5.10201130701542e-13
403,4.812986915934927e-13
404,4.453462874079945e-13
405,4.0425853499067723e-13
406,3.601006267324506e-13
407,3.1493444015237255e-13
408,2.706847135101666e-13
409,2.2903821335074327e-13
410,1.9138368804476732e-13
411,1.587929172144836e-13
412,1.3203738418224325e-13
413,1.1163157881354587e-13
414,9.788960966040055e-14
415,9.098220435902077e-14
416,1.7122542271970115e-13
417,1.842989712696815e-13
418,2.103114631795607e-13
419,2.4894572245080184e-13
420,2.9961478434106647e-13
421,3.613525348616877e-13
422,4.327048670289458e-13
423,5.116466131990951e-13
424,5.955484079027315e-13
425,6.812117428741353e-13
426,7.649834867503849e-13
427,8.429477668099202e-13
428,9.111798010987784e-13
429,9.660396961597611e-13
430,1.004470503692931e-12
431,1.0242647281190905e-12
432,1.024264727463889e-12
433,1.0044705061816075e-12
434,9.660397016896083e-13
435,9.111798075037593e-13
436,8.429477742930938e-13
437,7.649834831033052e-13
438,6.812115737419553e-13
439,5.955482915650376e-13
440,5.116467023167669e-13
441,4.3270497399378977e-13
442,3.613525436200291e-13
443,2.9961478605157485e-13
444,2.489457225188378e-13
445,2.1031146214774493e-13
446,1.8429896951373478e-13
447,1.71225420831548e-13
448,3.175553565412842e-13
449,3.4194554188610967e-13
450,3.9048167282627424e-13
451,4.625846028270398e-13
452,5.571752305792562e-13
453,6.724673725538712e-13
454,8.057612889256598e-13
455,9.532855313150758e-13
456,1.1101327268426256e-12
457,1.2703236508113891e-12
458,1.427021869004768e-12
459,1.5728924171608115e-12
460,1.7005796161358924e-12
461,1.8032586941935548e-12
462,1.8751961581662874e-12
463,1.912250871740936e-12
464,1.912250874377604e-12
465,1.875196165871844e-12
466,1.803258702904939e-12
467,1.7005795850349361e-12
468,1.5728923867357345e-12
469,1.427021832432928e-12
470,1.2703234204971637e-12
471,1.1101324839403058e-12
472,9.532856814610336e-13
473,8.057614745841365e-13
474,6.724673846207429e-13
475,5.571752307364928e-13
476,4.625846005853387e-13
477,3.904816690420486e-13
478,3.419455370993422e-13
479,3.1755535164590504e-13
480,5.802463110935079e-13
481,6.250953884196891e-13
482,7.143587598789137e-13
483,8.469977004608803e-13
484,1.0210612104224704e-12
485,1.2332986916176696e-12
486,1.4787731590975022e-12
487,1.7505637992755077e-12
488,2.0396430516340825e-12
489,2.3349908268723197e-12
490,2.623991694769628e-12
491,2.8930969931117348e-12
492,3.1287107082563634e-12
493,3.3182119287001252e-12
494,3.4509942175345274e-12
495,3.5193950966845225e-12
496,3.519395100317909e-12
497,3.4509942276169257e-12
498,3.3182119083911045e-12
499,3.1287098915153446e-12
500,2.893096154593839e-12
501,2.6239909063863e-12
502,2.3349898270696497e-12
503,2.0396421300660915e-12
504,1.750563962921493e-12
505,1.4787734339158877e-12
506,1.233298672457191e-12
507,1.0210611766904627e-12
508,8.469976677676848e-13
509,7.143587285537105e-13
510,6.250953581047533e-13
511,5.80246281820013e-13
512,1.0444191468845323e-12
513,1.125699244564389e-12
514,1.2875009250307647e-12
515,1.5279956252275908e-12
516,1.843716039139194e-12
517,2.2288409228045873e-12
518,2.674479465700702e-12
519,3.1681187431238953e-12
520,3.693386987881838e-12
521,4.230266296145364e-12
522,4.755799260846757e-12
523,5.2453048656267094e-12
524,5.673999476866133e-12
525,6.018862310011859e-12
526,6.2605400626128156e-12
527,6.385047626792687e-12
528,6.385047632972811e-12
529,6.260540121989293e-12
530,6.018863197981643e-12
531,5.674000042697291e-12
532,5.245304545006428e-12
533,4.755798293721591e-12
534,4.230265256119289e-12
535,3.693386256696136e-12
536,3.16811786156794e-12
537,2.674479182249719e-12
538,2.22884026059642e-12
539,1.8437154459654487e-12
540,1.5279951138849642e-12
541,1.2875004779609528e-12
542,1.1256988412188264e-12
543,1.0444187651261528e-12
544,1.851597128352459e-12
545,1.996769506434441e-12
546,2.285819188124601e-12
547,2.7155896661769818e-12
548,3.280027253772647e-12
549,3.968876866166652e-12
550,4.766374001654383e-12
551,5.65022904668123e-12
552,6.591186998259285e-12
553,7.553389296855013e-12
554,8.495643708101343e-12
555,9.373612975931652e-12
556,1.0142736139211344e-11
557,1.076159626321465e-11
558,1.1195359753880056e-11
559,1.1418847885788228e-11
560,1.1418847892567718e-11
561,1.1195359839346533e-11
562,1.0761597731591498e-11
563,1.0142740143833931e-11
564,9.373615459898672e-12
565,8.495644762810499e-12
566,7.553389991206065e-12
567,6.591188701960616e-12
568,5.650230756143272e-12
569,4.766374556510876e-12
570,3.968876588286974e-12
571,3.2800268940524647e-12
572,2.7155893417823453e-12
573,2.285818899402795e-12
574,1.9967692425290882e-12
575,1.8515968787787522e-12
576,3.232762645311825e-12
577,3.488286596255152e-12
578,3.997174429830178e-12
579,4.75408945968774e-12
580,5.748655483550737e-12
581,6.96310756748088e-12
582,8.36992992736592e-12
583,9.930011558247593e-12
584,1.1591828482940362e-11
585,1.3292055629986313e-11
586,1.495781266317872e-11
587,1.651054489353227e-11
588,1.787122493162154e-11
589,1.8966349885721457e-11
590,1.9734070967191125e-11
591,2.012966781768347e-11
592,2.0129667818796905e-11
593,1.9734070980410725e-11
594,1.896635014866444e-11
595,1.7871228709499556e-11
596,1.6510548648628193e-11
597,1.4957811851962897e-11
598,1.3292054609567406e-11
599,1.1591829459661596e-11
600,9.930013573918197e-12
601,8.369933337946926e-12
602,6.963109367313261e-12
603,5.748655565511728e-12
604,4.754089371439127e-12
605,3.997174333682838e-12
606,3.48828650125794e-12
607,3.23276255415921e-12
608,5.557833555559465e-12
609,6.001040912841852e-12
610,6.883944845495407e-12
611,8.197722216129363e-12
612,9.924928094384529e-12
613,1.2035315342637432e-11
614,1.4481619011220062e-11
615,1.719624448384922e-11
616,2.008976194965861e-11
617,2.305192333569764e-11
618,2.595557484550423e-11
619,2.866342813974248e-11
620,3.103724277920819e-11
621,3.2948327863236236e-11
622,3.428834179913511e-11
623,3.49789197513766e-11
624,3.497891974113785e-11
625,3.4288341775913584e-11
626,3.2948328031922914e-11
627,3.103724673401233e-11
628,2.8663431682072532e-11
629,2.595556662172748e-11
630,2.3051919930379986e-11
631,2.008976172574364e-11
632,1.7196244508091506e-11
633,1.4481620200136919e-11
634,1.2035317783785305e-11
635,9.924929721960975e-12
636,8.197722139646392e-12
637,6.8839446824558414e-12
638,6.001040751210178e-12
639,5.557833401282873e-12
640,9.4078655615461e-12
641,1.0165379921575186e-11
642,1.1674867794902583e-11
643,1.3922094607967715e-11
644,1.6878324198411664e-11
645,2.0492968213102046e-11
646,2.468614917143509e-11
647,2.934281804402408e-11
648,3.4310008335680356e-11
649,3.9398482605990136e-11
650,4.4389457638642025e-11
651,4.904628839853878e-11
652,5.313036382441546e-11
653,5.641940359632217e-11
654,5.872614741825652e-11
655,5.991509761441848e-11
656,5.991509757624102e-11
657,5.872614731724228e-11
658,5.6419403750703004e-11
659,5.3130369724943313e-11
660,4.904628928311489e-11
661,4.438944822054881e-11
662,3.9398481669118924e-11
663,3.431000798559001e-11
664,2.9342817712272194e-11
665,2.4686149015141797e-11
666,2.0492970450766327e-11
667,1.6878326821193703e-11
668,1.3922094428963885e-11
669,1.1674867481104893e-11
670,1.0165379617893804e-11
671,9.407865273684816e-12
672,1.5677598770196348e-11
673,1.6953346387401567e-11
674,1.949639424809065e-11
675,2.328439832182352e-11
676,2.827104761210275e-11
677,3.437329032576056e-11
678,4.145836151249483e-11
679,4.933344476611019e-11
680,5.774070998877011e-11
681,6.635991234191615e-11
682,7.481975223046719e-11
683,8.271783007085554e-11
684,8.964780238826318e-11
685,9.523079205480038e-11
686,9.914740570492401e-11
687,1.0116643940750566e-10
688,1.0116643930799172e-10
689,9.914740543198097e-11
690,9.523079213004426e-11
691,8.964781156974958e-11
692,8.271783097738088e-11
693,7.481974175805603e-11
694,6.635991105234002e-11
695,5.774070920118716e-11
696,4.933344399852284e-11
697,4.145836093205277e-11
698,3.437329359594473e-11
699,2.827105164006692e-11
700,2.328439792749252e-11
701,1.9496393659831075e-11
702,1.6953345829711312e-11
703,1.5677598244589495e-11
704,2.5716894397551487e-11
705,2.783384153575849e-11
706,3.205539673582737e-11
707,3.8347579628102195e-11
708,4.663751425246606e-11
709,5.6791485706091636e-11
710,6.859256022862861e-11
711,8.172259951805184e-11
712,9.575337458397623e-11
713,1.1015053346648544e-10
714,1.2429252210639428e-10
715,1.375041927688539e-10
716,1.4910270138273516e-10
717,1.584506829166888e-10
718,1.6501046747229275e-10
719,1.683926682713075e-10
720,1.683926680481938e-10
721,1.6501046685927013e-10
722,1.584506829127748e-10
723,1.4910271697383275e-10
724,1.3750419359647418e-10
725,1.2429250542583833e-10
726,1.1015053091571052e-10
727,9.575337282899984e-11
728,8.172259776280609e-11
729,6.859255798039111e-11
730,5.6791489618313564e-11
731,4.6637520214379284e-11
732,3.834757881567541e-11
733,3.2055395661556534e-11
734,2.783384053530064e-11
735,2.5716893456370888e-11
736,4.1519637438674396e-11
737,4.4980681481044095e-11
738,5.188574067549252e-11
739,6.218507248750571e-11
740,7.576700391752e-11
741,9.242066191368859e-11
742,1.1179777483492473e-10
743,1.333816741715198e-10
744,1.5647156887176345e-10
745,1.8018828225379029e-10
746,2.0350536026776324e-10
747,2.2530495710103859e-10
748,2.444544787945496e-10
749,2.5989552686955544e-10
750,2.70734594508913e-10
751,2.7632428743881247e-10
752,2.763242869863139e-10
753,2.7073459340400087e-10
754,2.598955293985593e-10
755,2.4445453092053067e-10
756,2.2530495316863439e-10
757,2.035053312360132e-10
758,1.8018827510173333e-10
759,1.5647156317901389e-10
760,1.333816673265442e-10
761,1.1179775265087236e-10
762,9.242065133391956e-11
763,7.576701120601068e-11
764,6.218507083890589e-11
765,5.1885738753420106e-11
766,4.4980679722284973e-11
767,4.1519635761498425e-11
768,6.596701304517146e-11
769,7.154187862565984e-11
770,8.266999508529649e-11
771,9.928201115814927e-11
772,1.21211940788611e-10
773,1.481345673435918e-10
774,1.7950094108792296e-10
775,2.1448544000913017e-10
776,2.519579813621228e-10
777,2.9049219658268686e-10
778,3.2841553328430566e-10
779,3.639011725564255e-10
780,3.950945074148372e-10
781,4.202602060845121e-10
782,4.379321601646419e-10
783,4.4704758218481845e-10
784,4.470475813573384e-10
785,4.3793215934024474e-10
786,4.2026023482268036e-10
787,3.9509450472421673e-10
788,3.6390108610910566e-10
789,3.284154443037515e-10
790,2.904921422092473e-10
791,2.519579331315536e-10
792,2.144853814939281e-10
793,1.7950090089024618e-10
794,1.481345645011485e-10
795,1.2121195244584552e-10
796,9.928200823281607e-11
797,8.266999179678104e-11
798,7.154187565045215e-11
799,6.596701030754616e-11
800,1.0312807882808582e-10
801,1.1197448671301893e-10
802,1.2964361455060332e-10
803,1.5604511746187313e-10
804,1.9094110600814809e-10
805,2.338421661151485e-10
806,2.838995048503378e-10
807,3.3981539775686035e-10
808,3.997945830013279e-10
809,4.6155472072537997e-10
810,5.224062389184249e-10
811,5.794017297778099e-10
812,6.295422099107787e-10
813,6.700176398124656e-10
814,6.984521488362391e-10
815,7.13122640156997e-10
816,7.131226386449499e-10
817,6.984521470999977e-10
818,6.700176875092179e-10
819,6.29542223739891e-10
820,5.794016851964636e-10
821,5.224061934373047e-10
822,4.615546783773187e-10
823,3.997945431035469e-10
824,3.398153355664922e-10
825,2.838994606818338e-10
826,2.3384217684427984e-10
827,1.9094112387638852e-10
828,1.560451123452454e-10
829,1.2964360900442191e-10
830,1.1197448175330473e-10
831,1.0312807424951635e-10
832,1.5861246158521278e-10
833,1.724409441483535e-10
834,2.0007998791572812e-10
835,2.4142395044294255e-10
836,2.9614722594090957e-10
837,3.6353340336596374e-10
838,4.422966898854575e-10
839,5.304316775236569e-10
840,6.251289296174027e-10
841,7.227864089793588e-10
842,8.191349570581173e-10
843,9.094780818853438e-10
844,9.890252957315183e-10
845,1.053281367814652e-9
846,1.0984426522339286e-9
847,1.1217494548949319e-9
848,1.121749452222981e-9
849,1.0984426485604067e-9
850,1.0532814407878049e-9
851,9.890253678135643e-10
852,9.094780660170333e-10
853,8.19134935456468e-10
854,7.227863871434612e-10
855,6.251289064590114e-10
856,5.304316144637318e-10
857,4.4229662413966787e-10
858,3.6353341809775836e-10
859,2.961472505862162e-10
860,2.4142394171905704e-10
861,2.000799788280866e-10
862,1.7244093610128886e-10
863,1.5861245418123702e-10
864,2.399579240419562e-10
865,2.6125005398082626e-10
866,3.038406599186324e-10
867,3.676305005591929e-10
868,4.522011152057528e-10
869,5.565371944425427e-10
870,6.787337407855205e-10
871,8.157460508457547e-10
872,9.632437536634386e-10
873,1.1156192141539833e-9
874,1.2661815218584962e-9
875,1.4075373352450724e-9
876,1.5321245924130613e-9
877,1.6328365436184056e-9
878,1.703655618774046e-9
879,1.7402146376296779e-9
880,1.7402146331061565e-9
881,1.7036556115216936e-9
882,1.6328366461416773e-9
883,1.5321247068285554e-9
884,1.4075373227639743e-9
885,1.2661814996547449e-9
886,1.1156191903004097e-9
887,9.632437267628005e-10
888,8.157459654232756e-10
889,6.787336494232265e-10
890,5.565372179148716e-10
891,4.522011484393446e-10
892,3.6763048617773825e-10
893,3.038406454139694e-10
894,2.6125004124585966e-10
895,2.3995791236548143e-10
896,3.5701779626145987e-10
897,3.8930660980831466e-10
898,4.5395331087185713e-10
899,5.509189380711103e-10
900,6.797156203206145e-10
901,8.389604224493029e-10
902,1.0258996667929353e-9
903,1.2359958693111414e-9
904,1.462676588552922e-9
905,1.6973293837187171e-9
906,1.929596723607284e-9
907,2.1479749622425526e-9
908,2.340661979735927e-9
909,2.496549361078428e-9
910,2.60622632460117e-9
911,2.6628628320442417e-9
912,2.662862824648896e-9
913,2.606226311374598e-9
914,2.4965495026058e-9
915,2.340662345176601e-9
916,2.147975152559025e-9
917,1.9295968826193694e-9
918,1.6973295208170982e-9
919,1.4626767013817082e-9
920,1.2359958797517556e-9
921,1.0258996499906339e-9
922,8.389605436739175e-10
923,6.797156643771364e-10
924,5.509189150494249e-10
925,4.5395328829696467e-10
926,3.8930659014043726e-10
927,3.570177782885657e-10
928,5.222903718331478e-10
929,5.705085169044764e-10
930,6.671505878733135e-10
931,8.123518729170313e-10
932,1.0056403071037325e-9
933,1.2452277406462974e-9
934,1.5272445610097049e-9
935,1.8450618548574804e-9
936,2.1888609536146574e-9
937,2.545591256465628e-9
938,2.899410188369478e-9
939,3.2326168567560318e-9
940,3.526989566028958e-9
941,3.765352837527687e-9
942,3.933153463391842e-9
943,4.019833071464502e-9
944,4.019833059742617e-9
945,3.933153440930713e-9
946,3.765353027444018e-9
947,3.526989908895604e-9
948,3.2326169513776125e-9
949,2.8994102519270257e-9
950,2.5455913043121824e-9
951,2.1888609834735358e-9
952,1.8450617582431184e-9
953,1.527244442337996e-9
954,1.2452278348607988e-9
955,1.005640363177421e-9
956,8.123518372076595e-10
957,6.671505535980808e-10
958,5.705084872538946e-10
959,5.222903448279172e-10
960,7.511057960932569e-10
961,8.220002899066685e-10
962,9.642663081944305e-10
963,1.1784335651155947e-9
964,1.4642507443690517e-9
965,1.8195733845335293e-9
966,2.2391442794478224e-9
967,2.7134881745964737e-9
968,3.228176139595221e-9
969,3.763695484122495e-9
970,4.296091327700809e-9
971,4.7984102475996305e-9
972,5.242801491959335e-9
973,5.602980879309224e-9
974,5.856686422562425e-9
975,5.987784006174514e-9
976,5.9877839880697306e-9
977,5.856686385862934e-9
978,5.602981126791622e-9
979,5.242801710543449e-9
980,4.7984101185885055e-9
981,4.296091175083123e-9
982,3.763695332260513e-9
983,3.2281759871514473e-9
984,2.7134878745013652e-9
985,2.2391439742263485e-9
986,1.819573410551033e-9
987,1.4642508141103093e-9
988,1.1784335112160134e-9
989,9.642662574052435e-10
990,8.220002462695798e-10
991,7.51105756482936e-10
992,1.061558757395142e-9
993,1.1641598456312942e-9
994,1.3703441778067968e-9
995,1.681435408436963e-9
996,2.097824018190332e-9
997,2.617245476674325e-9
998,3.232856853339892e-9
999,3.931444994662434e-9
1000,4.692172577115134e-9
1001,5.486254274700233e-9
1002,6.2778645350582394e-9
1003,7.026353276750524e-9
1004,7.689541176440424e-9
1005,8.2275885968096e-9
1006,8.606800005747603e-9
1007,8.802808430851453e-9
1008,8.802808403437416e-9
1009,8.60679994537694e-9
1010,8.227588863269332e-9
1011,7.689540873733865e-9
1012,7.026352535967965e-9
1013,6.277863807235196e-9
1014,5.486253601063028e-9
1015,4.692171957829955e-9
1016,3.931444255946249e-9
1017,3.2328561725016734e-9
1018,2.617245468824632e-9
1019,2.0978241015745567e-9
1020,1.6814353290721162e-9
1021,1.3703441043483143e-9
1022,1.1641597829408873e-9
1023,1.0615587006837936e-9
1024,1.4740533330913012e-9
1025,1.6201674196432495e-9
1026,1.914273592926716e-9
1027,2.3591794719172575e-9
1028,2.9567077724873747e-9
1029,3.7050706457131825e-9
1030,4.595869079030944e-9
1031,5.611211065293537e-9
1032,6.721571411731195e-9
1033,7.885060988667e-9
1034,9.048654970546717e-9
