channel,before_mean,before_std,before_min,before_max,after_mean,after_std,after_min,after_max
Concentration,-7.6095051765441895,1.0273832082748413,-11.999956130981445,-5.8258843421936035,-0.030677199363708496,0.9871615767478943,-4.24924373626709,1.6831161975860596
