channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Calcium,5.383429e-03,3.620683e-03,-1.260441e-03,1.917722e-02,4.995249e-03,-2.180652e-06,1.000000e+00,-1.834977e+00,3.809717e+00,-1.072125e-01
