channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Calcium,5.383425e-03,3.620682e-03,-1.260441e-03,1.917722e-02,4.995249e-03,-2.177330e-06,1.000002e+00,-1.834977e+00,3.809717e+00,-1.072125e-01
