channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Uranium,-7.078273e+00,1.108277e+00,-1.199996e+01,-5.224933e+00,-6.786664e+00,6.295717e-07,9.999993e-01,-4.440859e+00,1.672254e+00,2.631023e-01
