x,Total UO2++ [M]
3208,2.542316032268869e-10
3209,2.816988911862525e-10
3210,3.119055359396279e-10
3211,3.4469722996418915e-10
3212,3.7988194709440494e-10
3213,4.17226962338566e-10
3214,4.564569125753181e-10
3215,4.972530690575265e-10
3216,5.392540000626964e-10
3217,5.820576987933097e-10
3218,6.25225242131119e-10
3219,6.682859543715257e-10
3220,7.107439995804098e-10
3221,7.520862610722618e-10
3222,7.917913096464904e-10
3223,8.29339212293691e-10
3224,8.642218939370397e-10
3225,8.959537367093485e-10
3226,9.240820862914371e-10
3227,9.481973331031865e-10
3228,9.67942247180656e-10
3229,9.830202687696443e-10
3230,9.932024901814662e-10
3231,9.983331042123724e-10
3232,9.983331467464257e-10
3233,9.932026169627706e-10
3234,9.830204761000627e-10
3235,9.679425313162577e-10
3236,9.481976900212508e-10
3237,9.240825096189324e-10
3238,8.959542195131609e-10
3239,8.642224286101124e-10
3240,8.293397907040146e-10
3241,7.9179192330725e-10
3242,7.52086901381511e-10
3243,7.107446580525669e-10
3244,6.682866228140847e-10
3245,6.252259127305804e-10
3246,5.820583643104536e-10
3247,5.392546540562196e-10
3248,4.972537060361128e-10
3249,4.564575276220469e-10
3250,4.1722755273501517e-10
3251,3.7988250869135674e-10
3252,3.446977611891023e-10
3253,3.119060350944687e-10
3254,2.816993593483308e-10
3255,2.5423204107054216e-10
3256,2.2962444973372831e-10
3257,2.0796736424746593e-10
3258,1.8932663388686999e-10
3259,1.7374790274202385e-10
3260,1.6126115917956747e-10
3261,1.5188489120078665e-10
3262,1.4562965493408589e-10
3263,1.425008954557123e-10
3264,1.7864050712794272e-10
3265,1.8259492033216245e-10
3266,1.9050150792217477e-10
3267,2.0235466719430353e-10
3268,2.1814291455279945e-10
3269,2.378452400662131e-10
3270,2.614264926212816e-10
3271,2.888320014035227e-10
3272,3.1998168078147553e-10
3273,3.547639000583087e-10
3274,3.9302942523189637e-10
3275,4.3458575513733655e-10
3276,4.791921766480156e-10
3277,5.265558569795907e-10
3278,5.763292541911256e-10
3279,6.281091206847736e-10
3280,6.81437256106678e-10
3281,7.358031920501081e-10
3282,7.906488381986177e-10
3283,8.453750753072246e-10
3284,8.993501966024901e-10
3285,9.519200112555595e-10
3286,1.0024193527294428e-9
3287,1.0501846683417937e-9
3288,1.0945673180841597e-9
3289,1.1349471743186369e-9
3290,1.1707460960729459e-9
3291,1.201440850925539e-9
3292,1.2265750728173851e-9
3293,1.245769875774917e-9
3294,1.2587327903769715e-9
3295,1.2652647302464682e-9
3296,1.265264787822666e-9
3297,1.258732951306267e-9
3298,1.2457701382522382e-9
3299,1.2265754320882473e-9
3300,1.201441301431445e-9
3301,1.1707466309764278e-9
3302,1.134947784132781e-9
3303,1.0945679932185937e-9
3304,1.0501853984929475e-9
3305,1.002420127108155e-9
3306,9.519208189327462e-10
3307,8.993510268567227e-10
3308,8.453759178764333e-10
3309,7.906496831505776e-10
3310,7.358040301474821e-10
3311,6.814380791682914e-10
3312,6.281099222745769e-10
3313,5.763300282414775e-10
3314,5.265565965136535e-10
3315,4.79192880531073e-10
3316,4.345864204516982e-10
3317,3.93030051200908e-10
3318,3.54764486803838e-10
3319,3.199822291327447e-10
3320,2.888325132450826e-10
3321,2.614269707024853e-10
3322,2.378456878753056e-10
3323,2.1814333620189992e-10
3324,2.0235506730900383e-10
3325,1.9050189153418742e-10
3326,1.8259529277453242e-10
3327,1.7864087393135897e-10
3328,2.2295886070514026e-10
3329,2.2793641152345356e-10
3330,2.3788956823629133e-10
3331,2.5281300779307163e-10
3332,2.726947886195736e-10
3333,2.975116548153103e-10
3334,3.272230871518621e-10
3335,3.6176436290711e-10
3336,4.010389399164965e-10
3337,4.4491052500750406e-10
3338,4.931952209097337e-10
3339,5.456541663984323e-10
3340,6.019870895226457e-10
3341,6.618271821149298e-10
3342,7.247376711281126e-10
3343,7.902104155080367e-10
3344,8.576667893129319e-10
3345,9.264610213224747e-10
3346,9.9588607712792e-10
3347,1.0651820540984236e-9
3348,1.1335469560424189e-9
3349,1.200149611065425e-9
3350,1.2641443978443817e-9
3351,1.324687356726933e-9
3352,1.3809532078149986e-9
3353,1.432152747131642e-9
3354,1.477550072430371e-9
3355,1.5164790918185833e-9
3356,1.5483587886102563e-9
3357,1.5727067587589332e-9
3358,1.5891506071588148e-9
3359,1.5974368263421273e-9
3360,1.5974368923769238e-9
3361,1.5891508063860908e-9
3362,1.572707086934192e-9
3363,1.5483592400579543e-9
3364,1.516479659663708e-9
3365,1.4775507449280124e-9
3366,1.432153513900266e-9
3367,1.3809540566161319e-9
3368,1.324688274484503e-9
3369,1.2641453708374545e-9
3370,1.2001506253969779e-9
3371,1.1335479982023995e-9
3372,1.0651831115781657e-9
3373,9.958871372971487e-10
3374,9.264620721925701e-10
3375,8.576678204998909e-10
3376,7.902114182016131e-10
3377,7.247386379227766e-10
3378,6.618281077591261e-10
3379,6.019879695762728e-10
3380,5.456549976064069e-10
3381,4.931960026652285e-10
3382,4.449112570965907e-10
3383,4.0103962351529406e-10
3384,3.617650004789291e-10
3385,3.272236822169494e-10
3386,2.9751221179974655e-10
3387,2.726953127177025e-10
3388,2.528135048329513e-10
3389,2.3789004454755334e-10
3390,2.2793687380810535e-10
3391,2.229593159100045e-10
3392,2.7704156162160614e-10
3393,2.8328135595572667e-10
3394,2.9575968219900087e-10
3395,3.1447219702623403e-10
3396,3.394073184116445e-10
3397,3.7054019664584414e-10
3398,4.078250700080084e-10
3399,4.511863372911677e-10
3400,5.005087480049142e-10
3401,5.556271693150365e-10
3402,6.163164336007869e-10
3403,6.822817986967486e-10
3404,7.531505613287836e-10
3405,8.284653503749832e-10
3406,9.076795881251045e-10
3407,9.901555453648186e-10
3408,1.0751653290139058e-9
3409,1.161895031655489e-9
3410,1.2494521435252685e-9
3411,1.3368762225018445e-9
3412,1.423152587091312e-9
3413,1.5072287963083177e-9
3414,1.5880334445400118e-9
3415,1.6644967174426527e-9
3416,1.7355721088014365e-9
3417,1.8002586067623784e-9
3418,1.8576226466020707e-9
3419,1.906819140011732e-9
3420,1.947110865710584e-9
3421,1.977885722219065e-9
3422,1.9986711648584737e-9
3423,2.0091454896385368e-9
3424,2.009145573190753e-9
3425,1.998671414477518e-9
3426,1.9778861333609593e-9
3427,1.9471114310508414e-9
3428,1.90681984927602e-9
3429,1.8576234890363649e-9
3430,1.8002595666285594e-9
3431,1.7355731714050327e-9
3432,1.6644978661819893e-9
3433,1.5880346619497187e-9
3434,1.507230064654718e-9
3435,1.4231538891777551e-9
3436,1.3368775442885554e-9
3437,1.249453468405769e-9
3438,1.1618963413831414e-9
3439,1.0751666147217462e-9
3440,9.90156795466255e-10
3441,9.076807933458772e-10
3442,8.284665035817146e-10
3443,7.531516569411753e-10
3444,6.822828315994174e-10
3445,6.163174059825704e-10
3446,5.55628078546043e-10
3447,5.005095961908033e-10
3448,4.511871277123297e-10
3449,4.078258071570256e-10
3450,3.705408861111838e-10
3451,3.394079667235234e-10
3452,3.144728114940796e-10
3453,2.957602707491491e-10
3454,2.832819269723991e-10
3455,2.7704212379012817e-10
3456,3.427155705369481e-10
3457,3.5050566604520256e-10
3458,3.6608585838608345e-10
3459,3.8945385221340015e-10
3460,4.205997385575889e-10
3461,4.594982797933143e-10
3462,5.060991185301091e-10
3463,5.603153294999629e-10
3464,6.22010821543465e-10
3465,6.909871723988788e-10
3466,7.669705382181098e-10
3467,8.49599318239568e-10
3468,9.384132685633566e-10
3469,1.0328447437485823e-9
3470,1.1322126982142982e-9
3471,1.2357200002502943e-9
3472,1.3424545002810022e-9
3473,1.451394155069818e-9
3474,1.5614163471530332e-9
3475,1.6713113601086195e-9
3476,1.7797997925996486e-9
3477,1.8855535043385634e-9
3478,1.98721950799047e-9
3479,2.0834461724750704e-9
3480,2.1729108377850565e-9
3481,2.25434803391017e-9
3482,2.3265773743083923e-9
3483,2.3885302278416776e-9
3484,2.439274350832274e-9
3485,2.47803567483511e-9
3486,2.5042166095477368e-9
3487,2.51741029848967e-9
3488,2.5174104029689944e-9
3489,2.504216921198296e-9
3490,2.4780361880750093e-9
3491,2.4392750565465716e-9
3492,2.3885311136738545e-9
3493,2.32657842530403e-9
3494,2.2543492293226022e-9
3495,2.172912162327391e-9
3496,2.0834476044833246e-9
3497,1.9872210250831846e-9
3498,1.8855550837912887e-9
3499,1.7798014165947068e-9
3500,1.6713130031909235e-9
3501,1.5614179908547155e-9
3502,1.4513957832393236e-9
3503,1.342456097139387e-9
3504,1.2357215519919068e-9
3505,1.1322141934972932e-9
3506,1.032846173880268e-9
3507,9.384146239630911e-10
3508,8.496005987868499e-10
3509,7.669717401374202e-10
3510,6.909882958514002e-10
3511,6.220118688408307e-10
3512,5.603163047211127e-10
3513,5.061000273161725e-10
3514,4.5949912915016257e-10
3515,4.2060053665238946e-10
3516,3.8945460817043246e-10
3517,3.6608658208572717e-10
3518,3.505063679282702e-10
3519,3.427162614124859e-10
3520,4.220697400380119e-10
3521,4.317554038896902e-10
3522,4.511288418594676e-10
3523,4.801913824854278e-10
3524,5.189367966189972e-10
3525,5.673414580162452e-10
3526,6.25351843485487e-10
3527,6.928698984822448e-10
3528,7.697369066192995e-10
3529,8.557165995593182e-10
3530,9.50478322006908e-10
3531,1.0535811192155815e-9
3532,1.1644596356838669e-9
3533,1.2824126982085743e-9
3534,1.4065954001338255e-9
3535,1.5360154044764961e-9
3536,1.669534042194382e-9
3537,1.8058726019983353e-9
3538,1.9436239971682745e-9
3539,2.081269762896677e-9
3540,2.217202098313108e-9
3541,2.3497504320862907e-9
3542,2.4772117805541656e-9
3543,2.597883979785107e-9
3544,2.7101007610462987e-9
3545,2.8122675318752013e-9
3546,2.902896705819708e-9
3547,2.980641455223825e-9
3548,3.0443268168789945e-9
3549,3.0929771888836258e-9
3550,3.1258393929067693e-9
3551,3.142400621563556e-9
3552,3.142400751516357e-9
3553,3.12583978042769e-9
3554,3.0929778269948903e-9
3555,3.044327694198e-9
3556,2.98064255634934e-9
3557,2.9028980118488943e-9
3558,2.812269021002751e-9
3559,2.7101024067064705e-9
3560,2.5978857578379514e-9
3561,2.4772136639547006e-9
3562,2.3497523931665113e-9
3563,2.217204108887439e-9
3564,2.081271797741252e-9
3565,1.94362603282393e-9
3566,1.8058746168996313e-9
3567,1.6695360168211944e-9
3568,1.5360173219199804e-9
3569,1.4065972464681413e-9
3570,1.2824144627339673e-9
3571,1.164461307082738e-9
3572,1.053582695981466e-9
3573,9.504798011124e-10
3574,8.557179811914525e-10
3575,7.697381936310158e-10
3576,6.928710959699847e-10
3577,6.253529585019918e-10
3578,5.673424993026656e-10
3579,5.1893777434294e-10
3580,4.801923079850148e-10
3581,4.5112972739502023e-10
3582,4.3175626240377e-10
3583,4.220705849210551e-10
3584,5.17473604657943e-10
3585,5.294665348385655e-10
3586,5.534578164168027e-10
3587,5.894546676537779e-10
3588,6.374574987904954e-10
3589,6.974474063459952e-10
3590,7.693702681035668e-10
3591,8.531180949818789e-10
3592,9.48508439512433e-10
3593,1.0552627874770612e-9
3594,1.1729849626740942e-9
3595,1.3011406470123619e-9
3596,1.4390391511135249e-9
3597,1.5858185567517815e-9
3598,1.7404352857764852e-9
3599,1.9016590271844797e-9
3600,2.0680737748419897e-9
3601,2.2380854974730884e-9
3602,2.4099366891020268e-9
3603,2.581727745870284e-9
3604,2.7514448014095592e-9
3605,2.9169933332514944e-9
3606,3.0762366599502183e-9
3607,3.2270379828357796e-9
3608,3.3673048380524477e-9
3609,3.4950343268021422e-9
3610,3.608357767368704e-9
3611,3.705583238933384e-9
3612,3.785234745493042e-9
3613,3.84608677415025e-9
3614,3.88719323544636e-9
3615,3.907909959286831e-9
3616,3.907910120232293e-9
3617,3.887193715341285e-9
3618,3.846087564276915e-9
3619,3.785235831632479e-9
3620,3.7055846018072616e-9
3621,3.6083593831839194e-9
3622,3.495036167646967e-9
3623,3.367306871754635e-9
3624,3.227040182376959e-9
3625,3.0762389884694855e-9
3626,2.91699575787423e-9
3627,2.7514472789334655e-9
3628,2.581730254785011e-9
3629,2.4099391984395347e-9
3630,2.238087979704631e-9
3631,2.068076205683773e-9
3632,1.9016613857930872e-9
3633,1.7404375549558863e-9
3634,1.5858207229892832e-9
3635,1.4390412041550393e-9
3636,1.3011425805875667e-9
3637,1.1729867747931305e-9
3638,1.0552644787612998e-9
3639,9.48510013656888e-10
3640,8.531195583944545e-10
3641,7.693716295863892e-10
3642,6.974486767657284e-10
3643,6.374586907522539e-10
3644,5.894557951850158e-10
3645,5.534588946628231e-10
3646,5.29467579770107e-10
3647,5.174746327872847e-10
3648,6.315929272858463e-10
3649,6.463814439313828e-10
3650,6.759688879578227e-10
3651,7.203715588531575e-10
3652,7.796007563078171e-10
3653,8.536469416410717e-10
3654,9.424595686950901e-10
3655,1.0459233979356377e-9
3656,1.1638322898771812e-9
3657,1.2958616378326602e-9
3658,1.4415407366654484e-9
3659,1.6002264833735596e-9
3660,1.771079855869099e-9
3661,1.953046607545592e-9
3662,2.144843538217367e-9
3663,2.3449515510958823e-9
3664,2.5516164796675614e-9
3665,2.762858372624162e-9
3666,2.9764895709051497e-9
3667,3.1901415164936964e-9
3668,3.4012998213216277e-9
3669,3.607346723241673e-9
3670,3.805609691764866e-9
3671,3.993414669806484e-9
3672,4.168142158404429e-9
3673,4.3272843128263206e-9
3674,4.468501168941933e-9
3675,4.589674135956276e-9
3676,4.688955117325151e-9
3677,4.764809769448827e-9
3678,4.816053659371056e-9
3679,4.841880329711182e-9
3680,4.84188052822932e-9
3681,4.816054251257382e-9
3682,4.7648107438486565e-9
3683,4.6889564565424535e-9
3684,4.589675816008308e-9
3685,4.468503160292845e-9
3686,4.327286581273421e-9
3687,4.16814466637192e-9
3688,3.993417373225752e-9
3689,3.805612551045934e-9
3690,3.6073496944348482e-9
3691,3.4013028674780434e-9
3692,3.1901445981817202e-9
3693,2.9764926508905e-9
3694,2.762861417127035e-9
3695,2.5516194588563785e-9
3696,2.3449544394346756e-9
3697,2.1448463146916067e-9
3698,1.9530492557213e-9
3699,1.7710823636790194e-9
3700,1.600228843071503e-9
3701,1.441542946451813e-9
3702,1.295863698500418e-9
3703,1.1638342061239328e-9
3704,1.0459251777980414e-9
3705,9.42461223128137e-10
3706,8.536484841046886e-10
3707,7.796022023650924e-10
3708,7.203729257834571e-10
3709,6.759701943863982e-10
3710,6.463827094759245e-10
3711,6.315941722147334e-10
3712,7.674005979613248e-10
3713,7.855607783567063e-10
3714,8.218988473546382e-10
3715,8.764446045537987e-10
3716,9.492262142949636e-10
3717,1.0402502188600483e-9
3718,1.1494760514047552e-9
3719,1.2767860508764933e-9
3720,1.4219522121048311e-9
3721,1.5846011156130519e-9
3722,1.7641786623443804e-9
3723,1.959916374704603e-9
3724,2.17080110197319e-9
3725,2.3955499701283844e-9
3726,2.6325923302982633e-9
3727,2.8800602772405946e-9
3728,3.1357890265029025e-9
3729,3.3973280612724097e-9
3730,3.661963501748399e-9
3731,3.926751634798781e-9
3732,4.188563001566463e-9
3733,4.444135913050084e-9
3734,4.690137787732605e-9
3735,4.9232323196326885e-9
3736,5.140150202426869e-9
3737,5.337761004371197e-9
3738,5.51314377898174e-9
3739,5.663654111929701e-9
3740,5.786985505429457e-9
3741,5.88122330030561e-9
3742,5.944889639304447e-9
3743,5.976978301327897e-9
3744,5.976978545211134e-9
3745,5.944890366399291e-9
3746,5.881224497142373e-9
3747,5.7869871500616556e-9
3748,5.663656174636189e-9
3749,5.5131462232012504e-9
3750,5.33776378787155e-9
3751,5.140153278898693e-9
3752,4.923235636836925e-9
3753,4.690141291201411e-9
3754,4.444139553699298e-9
3755,4.188566730509392e-9
3756,3.926755403958662e-9
3757,3.661967265842808e-9
3758,3.3973317790725977e-9
3759,3.135792661602547e-9
3760,2.880063798551387e-9
3761,2.6325957123414025e-9
3762,2.395553193131566e-9
3763,2.170804151671021e-9
3764,1.9599192416886453e-9
3765,1.7641813446807491e-9
3766,1.5846036145958147e-9
3767,1.42195453375026e-9
3768,1.2767882052580066e-9
3769,1.1494780521179588e-9
3770,1.0402520825152293e-9
3771,9.492279600277023e-10
3772,8.764462535561637e-10
3773,8.219004224283728e-10
3774,7.855623034885649e-10
3775,7.67402097915551e-10
3776,9.281812874547264e-10
3777,9.503889759307754e-10
3778,9.948324889653382e-10
3779,1.0615611547166355e-9
3780,1.1506282560696928e-9
3781,1.2620659043939707e-9
3782,1.3958529488468778e-9
3783,1.5518771463357379e-9
3784,1.729893108510035e-9
3785,1.9294778142031853e-9
3786,2.149985714397063e-9
3787,2.3905056439729082e-9
3788,2.64982186969254e-9
3789,2.9263816257708815e-9
3790,3.218271397769829e-9
3791,3.5232039978293606e-9
3792,3.838518122963401e-9
3793,4.161191607655639e-9
3794,4.487868989570365e-9
3795,4.8149033337783134e-9
3796,5.13841154953383e-9
3797,5.454341736308042e-9
3798,5.7585504675439e-9
3799,6.046887412617458e-9
3800,6.3152843399669984e-9
3801,6.559845428680288e-9
3802,6.776935703963935e-9
3803,6.963264811740939e-9
3804,7.115963438024734e-9
3805,7.232650223287063e-9
3806,7.311487391267488e-9
3807,7.351223741980465e-9
3808,7.351224040413635e-9
3809,7.311488280928679e-9
3810,7.232651687513599e-9
3811,7.115965449685405e-9
3812,6.9632673341139625e-9
3813,6.776938691895417e-9
3814,6.559848830320874e-9
3815,6.315288099547088e-9
3816,6.046891463410277e-9
3817,5.7585547385553664e-9
3818,5.454346175291119e-9
3819,5.138416093617287e-9
3820,4.814907923439523e-9
3821,4.487873569425151e-9
3822,4.161196127465376e-9
3823,3.838522538481828e-9
3824,3.5232082713996874e-9
3825,3.2182754986816002e-9
3826,2.926385530407263e-9
3827,2.6498255615153595e-9
3828,2.390509111773675e-9
3829,2.1499889551125474e-9
3830,1.9294808302823896e-9
3831,1.7298959077470021e-9
3832,1.551879741344901e-9
3833,1.395855356444406e-9
3834,1.262068144994737e-9
3835,1.1506303531002153e-9
3836,1.0615631340512185e-9
3837,9.948343783900588e-10
3838,9.503908046364647e-10
3839,9.281830855573666e-10
3840,1.1175280844431786e-9
3841,1.1445716551596752e-9
3842,1.1987015547487129e-9
3843,1.279994756976903e-9
3844,1.388540893350804e-9
3845,1.5244107906951811e-9
3846,1.6876162183554261e-9
3847,1.8780623298031416e-9
3848,2.0954946491407843e-9
3849,2.3394428022906786e-9
3850,2.6091635076840025e-9
3851,2.9035855984510503e-9
3852,3.2212600196674235e-9
3853,3.5603178004572726e-9
3854,3.9184389135092044e-9
3855,4.292834681176652e-9
3856,4.680245955279415e-9
3857,5.076958689095987e-9
3858,5.478837754937628e-9
3859,5.881378978941725e-9
3860,6.279778424502481e-9
3861,6.669017029180785e-9
3862,7.043957865060354e-9
3863,7.399452622774595e-9
3864,7.730453472700735e-9
3865,8.032126280172735e-9
3866,8.299961163780103e-9
3867,8.529876806944464e-9
3868,8.718315224748736e-9
3869,8.862324405205654e-9
3870,8.9596267449969e-9
3871,9.008671775494226e-9
3872,9.008672139259007e-9
3873,8.95962782932843e-9
3874,8.86232618954951e-9
3875,8.718317675670839e-9
3876,8.529879879220784e-9
3877,8.299964801682034e-9
3878,8.032130419063399e-9
3879,7.730458045290664e-9
3880,7.399457541932854e-9
3881,7.043963065840053e-9
3882,6.669022427867559e-9
3883,6.2797839459594324e-9
3884,5.881384550875874e-9
3885,5.478843309967477e-9
3886,5.0769641662355726e-9
3887,4.680251300983842e-9
3888,4.292839850045176e-9
3889,3.9184438686999984e-9
3890,3.5603225138731406e-9
3891,3.2212644720674593e-9
3892,2.9035897775545792e-9
3893,2.609167408306835e-9
3894,2.339446428523211e-9
3895,2.095498011131355e-9
3896,1.8780654433125637e-9
3897,1.6876191041211914e-9
3898,1.5244134737290986e-9
3899,1.3885434022374486e-9
3900,1.2799971231978787e-9
3901,1.1987038120414516e-9
3902,1.1445738389078445e-9
3903,1.1175302310798394e-9
3904,1.3393292065872194e-9
3905,1.3721228919269665e-9
3906,1.437773199232969e-9
3907,1.5363955473957728e-9
3908,1.668130992067365e-9
3909,1.833106993373693e-9
3910,2.031387125385006e-9
3911,2.262911509347053e-9
3912,2.5274302095477482e-9
3913,2.824432277787604e-9
3914,3.153073547669768e-9
3915,3.5121066328814442e-9
3916,3.899816837037726e-9
3917,4.313967795312745e-9
3918,4.75176059916039e-9
3919,5.209809869994284e-9
3920,5.6841397233185e-9
3921,6.170201798373635e-9
3922,6.662916541837586e-9
3923,7.156737777958351e-9
3924,7.645739349862344e-9
3925,8.12372137821251e-9
3926,8.5843325652672e-9
3927,9.021204082037977e-9
3928,9.428089998872069e-9
3929,9.799009012117286e-9
3930,1.0128382347111154e-8
3931,1.0411163211779671e-8
3932,1.0642953857717472e-8
3933,1.0820107093991039e-8
3934,1.0939809942848169e-8
3935,1.1000147829084474e-8
3936,1.1000148270788671e-8
3937,1.0939811259379313e-8
3938,1.0820109260046728e-8
3939,1.0642956832228389e-8
3940,1.0411166939384456e-8
3941,1.0128386759911941e-8
3942,9.799014031978189e-9
3943,9.42809553606447e-9
3944,9.02121004145779e-9
3945,8.584338858378136e-9
3946,8.12372790816444e-9
3947,7.645746023621244e-9
3948,7.156744507164404e-9
3949,6.662923244652567e-9
3950,6.170208401041308e-9
3951,5.684146161328e-9
3952,5.209816088861259e-9
3953,4.7517665548564495e-9
3954,4.313973454366749e-9
3955,3.899822176365294e-9
3956,3.512111638977094e-9
3957,3.153078216194781e-9
3958,2.8244366135555546e-9
3959,2.527434225172382e-9
3960,2.2629152242855993e-9
3961,2.031390565043076e-9
3962,1.8331101882264965e-9
3963,1.6681339768086136e-9
3964,1.536398360129016e-9
3965,1.4377758807101964e-9
3966,1.3721254848327138e-9
3967,1.33933175485251e-9
3968,1.5977427901568164e-9
3969,1.63734030926595e-9
3970,1.716625745824065e-9
3971,1.8357671735349693e-9
3972,1.9949770641030886e-9
3973,2.194463582717748e-9
3974,2.4343680208931363e-9
3975,2.714690481343232e-9
3976,3.035206496938476e-9
3977,3.3953778358560264e-9
3978,3.794261291169316e-9
3979,4.230419736472496e-9
3980,4.701840100340902e-9
3981,5.205863114798746e-9
3982,5.739129667806801e-9
3983,6.29754828388247e-9
3984,6.876287631889478e-9
3985,7.469797001482786e-9
3986,8.071856420798424e-9
3987,8.675656570106673e-9
3988,9.273906983666294e-9
3989,9.85896936495628e-9
3990,1.0423011329115016e-8
3991,1.0958174688804101e-8
3992,1.1456751644235558e-8
3993,1.1911361987793062e-8
3994,1.2315124785835185e-8
3995,1.2661818518843533e-8
3996,1.2946025044832056e-8
3997,1.3163253560990442e-8
3998,1.3310042108650838e-8
3999,1.3384035041025247e-8
4000,1.3384035575367915e-8
4001,1.3310043701103832e-8
4002,1.316325618041545e-8
4003,1.29460286408183e-8
4004,1.2661823023824755e-8
4005,1.2315130117894959e-8
4006,1.1911368052755124e-8
4007,1.1456758323940836e-8
4008,1.095818187714173e-8
4009,1.0423018914442475e-8
4010,9.858977230376952e-9
4011,9.273915015886757e-9
4012,8.675664661826576e-9
4013,8.071864473100885e-9
4014,7.469804925602528e-9
4015,6.876295350499921e-9
4016,6.297555731951083e-9
4017,5.739136793042747e-9
4018,5.205869877709445e-9
4019,4.701846473938783e-9
4020,4.2304257056351445e-9
4021,3.794266851947439e-9
4022,3.395382994732322e-9
4023,3.0352112696946045e-9
4024,2.7146948919220566e-9
4025,2.4343721002878324e-9
4026,2.194467367896577e-9
4027,1.994980596984714e-9
4028,1.835770500025091e-9
4029,1.7166289149175104e-9
4030,1.6373433722110436e-9
4031,1.5977457996636116e-9
4032,1.8971577502826085e-9
4033,1.9447658806840944e-9
4034,2.0401094515730896e-9
4035,2.1834276918971487e-9
4036,2.37503070092172e-9
4037,2.615239270772356e-9
4038,2.904307395285271e-9
4039,3.242329941523037e-9
4040,3.6291386598538285e-9
4041,4.0641904318559185e-9
4042,4.546452371170394e-9
4043,5.0742890522077334e-9
4044,5.6453576808141364e-9
4045,6.2565173624363414e-9
4046,6.90375868348081e-9
4047,7.582159520347089e-9
4048,8.285872264298906e-9
4049,9.00814646682963e-9
4050,9.741389284323499e-9
4051,1.0477264106609109e-8
4052,1.1206825529066537e-8
4053,1.1920686567285676e-8
4054,1.2609211948532867e-8
4055,1.326272968050352e-8
4056,1.3871752090985858e-8
4057,1.4427197268574554e-8
4058,1.4920602340111254e-8
4059,1.5344321063315817e-8
4060,1.569169995828647e-8
4061,1.595722867309327e-8
4062,1.613666206562782e-8
4063,1.622711270858465e-8
4064,1.6227113352665327e-8
4065,1.613666398483125e-8
4066,1.5957231829036266e-8
4067,1.5691704288915044e-8
4068,1.5344326486058623e-8
4069,1.4920608756694937e-8
4070,1.4427204565814895e-8
4071,1.387176012917143e-8
4072,1.3262738318007206e-8
4073,1.2609221055354273e-8
4074,1.192069600314786e-8
4075,1.1206835156352724e-8
4076,1.0477273795608629e-8
4077,9.741398916132996e-9
4078,9.008155935216292e-9
4079,8.285881477089617e-9
4080,7.582168400366602e-9
4081,6.903767169018844e-9
4082,6.256525407254097e-9
4083,5.645365253740492e-9
4084,5.074296136397904e-9
4085,4.546458963153105e-9
4086,4.064196540424383e-9
4087,3.629144304772007e-9
4088,3.242335152176335e-9
4089,2.904312209341584e-9
4090,2.6152437328886955e-9
4091,2.3750348615215764e-9
4092,2.1834316060310626e-9
4093,2.040113177867574e-9
4094,1.9447694803757003e-9
4095,1.897161286331328e-9
4096,2.242138786577577e-9
4097,2.2991304167786947e-9
4098,2.413290039487049e-9
4099,2.5849518807889723e-9
4100,2.8145576632320053e-9
4101,3.102582632126178e-9
4102,3.4494400445030048e-9
4103,3.855366974858527e-9
4104,4.32029514689172e-9
4105,4.843711412675268e-9
4106,5.4245134346587926e-9
4107,6.060867022426223e-9
4108,6.750072352392814e-9
4109,7.4884468510318e-9
4110,8.27123273342234e-9
4111,9.092536939855122e-9
4112,9.945310400793677e-9
4113,1.0821372119894557e-8
4114,1.1711481493702435e-8
4115,1.2605459666953668e-8
4116,1.3492357732309978e-8
4117,1.4360666493158973e-8
4118,1.5198559654099357e-8
4119,1.5994160039087512e-8
4120,1.673581706614234e-8
4121,1.7412383417360943e-8
4122,1.8013479655588947e-8
4123,1.8529737267377107e-8
4124,1.8953012951170108e-8
4125,1.927656963615948e-8
4126,1.9495221689506e-8
4127,1.9605443919508003e-8
4128,1.9605444693199924e-8
4129,1.9495223994518548e-8
4130,1.9276573425116255e-8
4131,1.8953018147367428e-8
4132,1.8529743768952493e-8
4133,1.8013487355286054e-8
4134,1.7412392166422724e-8
4135,1.6735826705724528e-8
4136,1.5994170374167665e-8
4137,1.5198570543650258e-8
4138,1.4360677769171485e-8
4139,1.34923692252528e-8
4140,1.2605471220619077e-8
4141,1.1711492966120972e-8
4142,1.0821383384727732e-8
4143,9.945321348806593e-9
4144,9.092547479996475e-9
4145,8.271242793328654e-9
4146,7.488456376970232e-9
4147,6.75008130870425e-9
4148,6.060875390576306e-9
4149,5.424521212001771e-9
4150,4.843718611019553e-9
4151,4.3203017909298655e-9
4152,3.855373100544263e-9
4153,3.449445697445285e-9
4154,3.1025878660478017e-9
4155,2.814562538520479e-9
4156,2.5849564631575458e-9
4157,2.4132943987508173e-9
4158,2.299134625744272e-9
4159,2.2421429200651103e-9
4160,2.6373538145582776e-9
4161,2.7052798989279565e-9
4162,2.8413729264380636e-9
4163,3.046092537985837e-9
4164,3.3200557096553985e-9
4165,3.6639463230145027e-9
4166,4.078398060900111e-9
4167,4.5638538547197454e-9
4168,5.120406143583239e-9
4169,5.747623346919831e-9
4170,6.44436916311168e-9
4171,7.208622517407564e-9
4172,8.03730708919803e-9
4173,8.926140215115353e-9
4174,9.86951142789761e-9
4175,1.0860400777041645e-8
4176,1.1890346222867438e-8
4177,1.2949467680569257e-8
