channel,before_mean,before_std,before_min,before_max,before_median,after_mean,after_std,after_min,after_max,after_median
Uranium,2.901980e-07,5.678828e-07,-5.688541e-06,4.191485e-06,1.556124e-07,1.409960e-05,1.000000e+00,-1.052810e+01,6.869894e+00,-2.369802e-01
