ground_truth,prediction,absolute_error,relative_error
9.660533e-07,2.488059e-06,1.522006e-06,1.575488e+00
2.069180e-06,3.080483e-06,1.011303e-06,4.887459e-01
3.637348e-06,3.650951e-06,1.360377e-08,3.740024e-03
5.666402e-06,4.298359e-06,1.368043e-06,2.414306e-01
8.140225e-06,5.075788e-06,3.064437e-06,3.764561e-01
1.103739e-05,5.974484e-06,5.062901e-06,4.587048e-01
1.433489e-05,6.946681e-06,7.388213e-06,5.154006e-01
1.800484e-05,7.951669e-06,1.005317e-05,5.583593e-01
2.200936e-05,8.968103e-06,1.304126e-05,5.925324e-01
2.630826e-05,9.981396e-06,1.632686e-05,6.205984e-01
3.086540e-05,1.099890e-05,1.986650e-05,6.436494e-01
3.564989e-05,1.205074e-05,2.359915e-05,6.619698e-01
4.063570e-05,1.316220e-05,2.747350e-05,6.760927e-01
4.580094e-05,1.433746e-05,3.146348e-05,6.869614e-01
5.112703e-05,1.550169e-05,3.562534e-05,6.968005e-01
5.659823e-05,1.665374e-05,3.994449e-05,7.057551e-01
6.220122e-05,1.774609e-05,4.445514e-05,7.146987e-01
6.792443e-05,1.862694e-05,4.929749e-05,7.257696e-01
4.567228e-10,3.825652e-11,4.184663e-10,9.162369e-01
3.297915e-08,4.185414e-09,2.879374e-08,8.730891e-01
2.059445e-07,5.088270e-08,1.550618e-07,7.529300e-01
6.234898e-07,1.379891e-07,4.855007e-07,7.786826e-01
1.346000e-06,2.296724e-07,1.116327e-06,8.293667e-01
2.397435e-06,3.309054e-07,2.066530e-06,8.619753e-01
3.778693e-06,4.748647e-07,3.303828e-06,8.743309e-01
5.477702e-06,6.887481e-07,4.788953e-06,8.742633e-01
7.475800e-06,9.664766e-07,6.509324e-06,8.707193e-01
9.751456e-06,1.332509e-06,8.418947e-06,8.633528e-01
1.228228e-05,1.867792e-06,1.041449e-05,8.479280e-01
1.504567e-05,2.544455e-06,1.250122e-05,8.308846e-01
1.801825e-05,3.191504e-06,1.482674e-05,8.228738e-01
2.117565e-05,3.685216e-06,1.749043e-05,8.259691e-01
2.449386e-05,4.024965e-06,2.046889e-05,8.356745e-01
2.795081e-05,4.237308e-06,2.371351e-05,8.484013e-01
3.152751e-05,4.414303e-06,2.711321e-05,8.599856e-01
3.520781e-05,4.819432e-06,3.038838e-05,8.631147e-01
3.897845e-05,6.067630e-06,3.291083e-05,8.443338e-01
4.282851e-05,8.892351e-06,3.393615e-05,7.923731e-01
1.418459e-07,2.467869e-07,1.049410e-07,7.398236e-01
1.274473e-06,1.026339e-06,2.481331e-07,1.946948e-01
4.035319e-06,2.020159e-06,2.015160e-06,4.993805e-01
8.672022e-06,2.798825e-06,5.873198e-06,6.772581e-01
1.524702e-05,3.437604e-06,1.180942e-05,7.745394e-01
2.373312e-05,4.040018e-06,1.969310e-05,8.297730e-01
3.405727e-05,4.728700e-06,2.932857e-05,8.611545e-01
4.612548e-05,5.596521e-06,4.052896e-05,8.786675e-01
5.983806e-05,6.646802e-06,5.319126e-05,8.889202e-01
7.509142e-05,7.861370e-06,6.723005e-05,8.953094e-01
9.178151e-05,9.206461e-06,8.257505e-05,8.996916e-01
1.098059e-04,1.052513e-05,9.928081e-05,9.041480e-01
1.290060e-04,1.167737e-05,1.173287e-04,9.094819e-01
1.491203e-04,1.265215e-05,1.364682e-04,9.151548e-01
1.699848e-04,1.352190e-05,1.564629e-04,9.204523e-01
1.914849e-04,1.434618e-05,1.771387e-04,9.250793e-01
2.135252e-04,1.519215e-05,1.983331e-04,9.288508e-01
2.360298e-04,1.631714e-05,2.197126e-04,9.308683e-01
2.589375e-04,1.813791e-05,2.407996e-04,9.299526e-01
2.821959e-04,2.052750e-05,2.616685e-04,9.272581e-01
4.663905e-14,4.888167e-12,4.841528e-12,1.038084e+02
5.230866e-11,4.747188e-10,4.224102e-10,8.075339e+00
1.095236e-09,5.355733e-09,4.260496e-09,3.890025e+00
6.761319e-09,1.458132e-08,7.820003e-09,1.156580e+00
2.364152e-08,2.708265e-08,3.441128e-09,1.455545e-01
5.992880e-08,4.688340e-08,1.304540e-08,2.176817e-01
1.239002e-07,7.981856e-08,4.408162e-08,3.557833e-01
2.228834e-07,1.302803e-07,9.260316e-08,4.154780e-01
3.627433e-07,2.009953e-07,1.617480e-07,4.459020e-01
5.477394e-07,3.059168e-07,2.418226e-07,4.414921e-01
7.805997e-07,4.691331e-07,3.114666e-07,3.990093e-01
1.062700e-06,6.848149e-07,3.778849e-07,3.555895e-01
1.394269e-06,9.076076e-07,4.866619e-07,3.490443e-01
1.774558e-06,1.111469e-06,6.630886e-07,3.736641e-01
2.201961e-06,1.301745e-06,9.002166e-07,4.088249e-01
2.674172e-06,1.475692e-06,1.198480e-06,4.481685e-01
3.188369e-06,1.644368e-06,1.544001e-06,4.842604e-01
3.741393e-06,1.904543e-06,1.836850e-06,4.909534e-01
4.329939e-06,2.612768e-06,1.717170e-06,3.965808e-01
4.950687e-06,4.334001e-06,6.166861e-07,1.245658e-01
3.008415e-15,3.665382e-14,3.364541e-14,1.118373e+01
7.653677e-12,5.071198e-12,2.582479e-12,3.374168e-01
2.265547e-10,1.046987e-10,1.218560e-10,5.378657e-01
1.707924e-09,4.102833e-10,1.297641e-09,7.597766e-01
6.818738e-09,9.271189e-10,5.891619e-09,8.640336e-01
1.901514e-08,1.857903e-09,1.715724e-08,9.022935e-01
4.226769e-08,3.580327e-09,3.868736e-08,9.152941e-01
8.051780e-08,6.527629e-09,7.399017e-08,9.189294e-01
1.373069e-07,1.123058e-08,1.260763e-07,9.182082e-01
2.155798e-07,1.942432e-08,1.961555e-07,9.098973e-01
3.176154e-07,3.542526e-08,2.821902e-07,8.884649e-01
4.450374e-07,6.330630e-08,3.817311e-07,8.577507e-01
5.988657e-07,1.000059e-07,4.988598e-07,8.330078e-01
7.795642e-07,1.368263e-07,6.427380e-07,8.244836e-01
9.870843e-07,1.681408e-07,8.189434e-07,8.296591e-01
1.220918e-06,1.934663e-07,1.027452e-06,8.415403e-01
1.480176e-06,2.167261e-07,1.263450e-06,8.535808e-01
1.763671e-06,2.553215e-07,1.508349e-06,8.552330e-01
2.070019e-06,3.792134e-07,1.690805e-06,8.168068e-01
2.397704e-06,7.636293e-07,1.634075e-06,6.815164e-01
4.798363e-18,3.399571e-16,3.351588e-16,6.970329e+01
1.346595e-14,4.464399e-14,3.117804e-14,2.315324e+00
5.207646e-13,1.083141e-12,5.623768e-13,1.079906e+00
4.699797e-12,6.403023e-12,1.703226e-12,3.624041e-01
2.151360e-11,2.085957e-11,6.540289e-13,3.040072e-02
6.709066e-11,5.394803e-11,1.314263e-11,1.958936e-01
1.640731e-10,1.210726e-10,4.300046e-11,2.620811e-01
3.398820e-10,2.238182e-10,1.160638e-10,3.414826e-01
6.247425e-10,3.295653e-10,2.951772e-10,4.724782e-01
1.049918e-09,4.308272e-10,6.190908e-10,5.896564e-01
1.646354e-09,5.943133e-10,1.052041e-09,6.390125e-01
2.443680e-09,9.222558e-10,1.521424e-09,6.225955e-01
3.469524e-09,1.551007e-09,1.918516e-09,5.529625e-01
4.748877e-09,2.696690e-09,2.052187e-09,4.321416e-01
6.303621e-09,4.581411e-09,1.722210e-09,2.732096e-01
8.152291e-09,6.856515e-09,1.295776e-09,1.589462e-01
1.031001e-08,8.192238e-09,2.117768e-09,2.054090e-01
1.278864e-08,8.247489e-09,4.541152e-09,3.550926e-01
1.559711e-08,9.141824e-09,6.455287e-09,4.138771e-01
1.874164e-08,1.393858e-08,4.803064e-09,2.562777e-01
2.627428e-08,3.117794e-08,4.903654e-09,1.866332e-01
2.833828e-07,1.338140e-07,1.495688e-07,5.277978e-01
9.673843e-07,2.911511e-07,6.762331e-07,6.990326e-01
2.181157e-06,4.438219e-07,1.737335e-06,7.965200e-01
3.973551e-06,6.103731e-07,3.363178e-06,8.463910e-01
6.362496e-06,8.211600e-07,5.541336e-06,8.709374e-01
9.347069e-06,1.097590e-06,8.249479e-06,8.825739e-01
1.291727e-05,1.440825e-06,1.147645e-05,8.884575e-01
1.705636e-05,1.837966e-06,1.521840e-05,8.922416e-01
2.174421e-05,2.300383e-06,1.944383e-05,8.942071e-01
2.695180e-05,2.856219e-06,2.409558e-05,8.940249e-01
3.264236e-05,3.508089e-06,2.913427e-05,8.925295e-01
3.877719e-05,4.254047e-06,3.452314e-05,8.902951e-01
4.532549e-05,5.118443e-06,4.020705e-05,8.870736e-01
5.226187e-05,6.096223e-06,4.616565e-05,8.833524e-01
5.956296e-05,7.067069e-06,5.249589e-05,8.813513e-01
6.720848e-05,7.867086e-06,5.934139e-05,8.829451e-01
7.518109e-05,8.554239e-06,6.662685e-05,8.862182e-01
8.346584e-05,9.406638e-06,7.405921e-05,8.872996e-01
9.204188e-05,1.042497e-05,8.161690e-05,8.867366e-01
8.620013e-17,5.085115e-15,4.998915e-15,5.798524e+01
3.922294e-13,1.140095e-12,7.478655e-13,1.906704e+00
1.550159e-11,3.422149e-11,1.871990e-11,1.207611e+00
1.377736e-10,1.620881e-10,2.431454e-11,1.764819e-01
6.137338e-10,4.290504e-10,1.846835e-10,3.009178e-01
1.855183e-09,9.833977e-10,8.717856e-10,4.699188e-01
4.393241e-09,2.149830e-09,2.243411e-09,5.106506e-01
8.814624e-09,4.328593e-09,4.486030e-09,5.089304e-01
1.570517e-08,7.634926e-09,8.070240e-09,5.138589e-01
2.560938e-08,1.248040e-08,1.312898e-08,5.126629e-01
3.900598e-08,2.090754e-08,1.809844e-08,4.639914e-01
5.629554e-08,3.540349e-08,2.089205e-08,3.711138e-01
7.779730e-08,5.657872e-08,2.121858e-08,2.727418e-01
1.037512e-07,8.459298e-08,1.915822e-08,1.846554e-01
1.343229e-07,1.212441e-07,1.307878e-08,9.736819e-02
1.696101e-07,1.631179e-07,6.492215e-09,3.827729e-02
2.096501e-07,1.973758e-07,1.227434e-08,5.854680e-02
2.544265e-07,2.253520e-07,2.907454e-08,1.142748e-01
3.038764e-07,3.019504e-07,1.925997e-09,6.338093e-03
3.578974e-07,5.450530e-07,1.871556e-07,5.229307e-01
4.078090e-17,1.612389e-11,1.612385e-11,3.952806e+05
1.511629e-13,1.140385e-09,1.140234e-09,7.543082e+03
5.955648e-12,1.005941e-08,1.005346e-08,1.688054e+03
5.362747e-11,2.648985e-08,2.643622e-08,4.929605e+02
2.429880e-10,5.001118e-08,4.976819e-08,2.048175e+02
7.475891e-10,8.599629e-08,8.524870e-08,1.140315e+02
1.801409e-09,1.409930e-07,1.391916e-07,7.726817e+01
3.675740e-09,2.161024e-07,2.124267e-07,5.779153e+01
6.656326e-09,3.035316e-07,2.968753e-07,4.460048e+01
1.102513e-08,4.087362e-07,3.977110e-07,3.607314e+01
1.704762e-08,5.579514e-07,5.409037e-07,3.172899e+01
2.496487e-08,7.646143e-07,7.396494e-07,2.962761e+01
3.498907e-08,1.023188e-06,9.881988e-07,2.824307e+01
4.730086e-08,1.332866e-06,1.285565e-06,2.717846e+01
6.204761e-08,1.677982e-06,1.615934e-06,2.604346e+01
7.934297e-08,1.989986e-06,1.910643e-06,2.408081e+01
9.926783e-08,2.224087e-06,2.124819e-06,2.140491e+01
1.218734e-07,2.431932e-06,2.310059e-06,1.895458e+01
1.471846e-07,2.863425e-06,2.716240e-06,1.845465e+01
1.752042e-07,3.819185e-06,3.643981e-06,2.079848e+01
7.807969e-10,8.241216e-08,8.163137e-08,1.045488e+02
2.292700e-08,4.740209e-07,4.510939e-07,1.967522e+01
1.054098e-07,9.795334e-07,8.741236e-07,8.292621e+00
2.727350e-07,1.377364e-06,1.104628e-06,4.050189e+00
5.372199e-07,1.748894e-06,1.211674e-06,2.255453e+00
9.042953e-07,2.186384e-06,1.282089e-06,1.417777e+00
1.375512e-06,2.757106e-06,1.381594e-06,1.004422e+00
1.950643e-06,3.477304e-06,1.526661e-06,7.826447e-01
2.628871e-06,4.293996e-06,1.665125e-06,6.333992e-01
3.406045e-06,5.136092e-06,1.730047e-06,5.079342e-01
4.274362e-06,5.950249e-06,1.675888e-06,3.920791e-01
5.225367e-06,6.690294e-06,1.464927e-06,2.803491e-01
6.251192e-06,7.352775e-06,1.101583e-06,1.762197e-01
7.344787e-06,8.046716e-06,7.019294e-07,9.556838e-02
8.499816e-06,8.891316e-06,3.915002e-07,4.605984e-02
9.710620e-06,9.893911e-06,1.832905e-07,1.887526e-02
1.097211e-05,1.094280e-05,2.931938e-08,2.672172e-03
1.227971e-05,1.203239e-05,2.473216e-07,2.014067e-02
1.362928e-05,1.342921e-05,2.000725e-07,1.467961e-02
1.501709e-05,1.510518e-05,8.808911e-08,5.865925e-03
2.965777e-18,1.902239e-15,1.899273e-15,6.382444e+02
6.733453e-15,2.328248e-13,2.260913e-13,3.357727e+01
2.844146e-13,6.220279e-12,5.935865e-12,2.087047e+01
2.690491e-12,3.644259e-11,3.375210e-11,1.254496e+01
1.270301e-11,1.173249e-10,1.046219e-10,8.235994e+00
4.054069e-11,3.040670e-10,2.635263e-10,6.500292e+00
1.010059e-10,6.826528e-10,5.816469e-10,5.758543e+00
2.125487e-10,1.259051e-09,1.046502e-09,4.923589e+00
3.960732e-10,1.822993e-09,1.426920e-09,3.602668e+00
6.738211e-10,2.319048e-09,1.645227e-09,2.441637e+00
1.068462e-09,3.108957e-09,2.040496e-09,1.909751e+00
1.602348e-09,4.674919e-09,3.072571e-09,1.917543e+00
2.296795e-09,7.689407e-09,5.392613e-09,2.347886e+00
3.171492e-09,1.352039e-08,1.034889e-08,3.263099e+00
4.244026e-09,2.409580e-08,1.985177e-08,4.677580e+00
5.529712e-09,3.838409e-08,3.285438e-08,5.941427e+00
7.041556e-09,4.775507e-08,4.071351e-08,5.781891e+00
8.790307e-09,4.688062e-08,3.809031e-08,4.333218e+00
1.078466e-08,4.715909e-08,3.637443e-08,3.372794e+00
1.303140e-08,6.102123e-08,4.798983e-08,3.682629e+00
3.538915e-12,7.075889e-13,2.831326e-12,8.000548e-01
1.742424e-09,7.089794e-11,1.671526e-09,9.593107e-01
2.064517e-08,1.314201e-09,1.933096e-08,9.363434e-01
8.544120e-08,5.307311e-09,8.013389e-08,9.378834e-01
2.230563e-07,1.303351e-08,2.100228e-07,9.415686e-01
4.536482e-07,2.707301e-08,4.265752e-07,9.403216e-01
7.912314e-07,5.119944e-08,7.400320e-07,9.352915e-01
1.245256e-06,8.601499e-08,1.159241e-06,9.309258e-01
1.822261e-06,1.246709e-07,1.697590e-06,9.315845e-01
2.526511e-06,1.671331e-07,2.359378e-06,9.338483e-01
3.358589e-06,2.299866e-07,3.128603e-06,9.315228e-01
4.315440e-06,3.284213e-07,3.987018e-06,9.238962e-01
5.391931e-06,4.732543e-07,4.918676e-06,9.122292e-01
6.582052e-06,6.853399e-07,5.896712e-06,8.958775e-01
7.879483e-06,9.790679e-07,6.900415e-06,8.757446e-01
9.277889e-06,1.296990e-06,7.980900e-06,8.602064e-01
1.077111e-05,1.491793e-06,9.279316e-06,8.615006e-01
1.235322e-05,1.526590e-06,1.082663e-05,8.764216e-01
1.401863e-05,1.637815e-06,1.238082e-05,8.831687e-01
1.576203e-05,2.058573e-06,1.370346e-05,8.693968e-01
1.699738e-07,1.164093e-06,9.941190e-07,5.848660e+00
1.323989e-06,2.442446e-06,1.118457e-06,8.447633e-01
4.022690e-06,3.601700e-06,4.209892e-07,1.046537e-01
8.512779e-06,4.389028e-06,4.123751e-06,4.844189e-01
1.488202e-05,4.963243e-06,9.918774e-06,6.664940e-01
2.313369e-05,5.503352e-06,1.763034e-05,7.621066e-01
3.322579e-05,6.133950e-06,2.709184e-05,8.153859e-01
4.509175e-05,6.925380e-06,3.816637e-05,8.464158e-01
5.865272e-05,7.884970e-06,5.076775e-05,8.655651e-01
7.382155e-05,9.000676e-06,6.482087e-05,8.780752e-01
9.049876e-05,1.017638e-05,8.032238e-05,8.875523e-01
1.084362e-04,1.125432e-05,9.718191e-05,8.962126e-01
1.273994e-04,1.214491e-05,1.152545e-04,9.046706e-01
1.472427e-04,1.289355e-05,1.343492e-04,9.124334e-01
1.678469e-04,1.364096e-05,1.542060e-04,9.187298e-01
1.891146e-04,1.451569e-05,1.745989e-04,9.232440e-01
2.109645e-04,1.556871e-05,1.953958e-04,9.262022e-01
2.333225e-04,1.684433e-05,2.164782e-04,9.278066e-01
2.561392e-04,1.837129e-05,2.377679e-04,9.282762e-01
2.793664e-04,1.989811e-05,2.594683e-04,9.287741e-01
1.551414e-07,2.200547e-06,2.045406e-06,1.318414e+01
1.206375e-06,2.859382e-06,1.653006e-06,1.370226e+00
3.700246e-06,3.403144e-06,2.971019e-07,8.029247e-02
7.914547e-06,3.905282e-06,4.009265e-06,5.065691e-01
1.398093e-05,4.431844e-06,9.549081e-06,6.830078e-01
2.194749e-05,5.006453e-06,1.694104e-05,7.718895e-01
3.181285e-05,5.642983e-06,2.616987e-05,8.226194e-01
4.354640e-05,6.309465e-06,3.723693e-05,8.551093e-01
5.710088e-05,6.972547e-06,5.012834e-05,8.778908e-01
7.241849e-05,7.606336e-06,6.481215e-05,8.949669e-01
8.942873e-05,8.210157e-06,8.121858e-05,9.081933e-01
1.080302e-04,8.808064e-06,9.922215e-05,9.184667e-01
1.279565e-04,9.429802e-06,1.185267e-04,9.263046e-01
1.489866e-04,1.010430e-05,1.388823e-04,9.321798e-01
1.709937e-04,1.084113e-05,1.601526e-04,9.365993e-01
1.938783e-04,1.162583e-05,1.822525e-04,9.400354e-01
2.175608e-04,1.239094e-05,2.051699e-04,9.430461e-01
2.419707e-04,1.308109e-05,2.288896e-04,9.459394e-01
2.670509e-04,1.363299e-05,2.534179e-04,9.489498e-01
2.927499e-04,1.398776e-05,2.787621e-04,9.522194e-01
3.680110e-08,4.977732e-08,1.297622e-08,3.526042e-01
3.332827e-07,2.340080e-07,9.927471e-08,2.978694e-01
1.065460e-06,5.102407e-07,5.552197e-07,5.211077e-01
2.311572e-06,7.707927e-07,1.540779e-06,6.665504e-01
4.098916e-06,1.041687e-06,3.057228e-06,7.458627e-01
6.427090e-06,1.370948e-06,5.056142e-06,7.866923e-01
9.280630e-06,1.786883e-06,7.493747e-06,8.074610e-01
1.263647e-05,2.288623e-06,1.034785e-05,8.188875e-01
1.646862e-05,2.852868e-06,1.361575e-05,8.267694e-01
2.074906e-05,3.474720e-06,1.727434e-05,8.325361e-01
2.544198e-05,4.167544e-06,2.127444e-05,8.361942e-01
3.050454e-05,4.911418e-06,2.559312e-05,8.389938e-01
3.589470e-05,5.658431e-06,3.023627e-05,8.423603e-01
4.157489e-05,6.402088e-06,3.517281e-05,8.460107e-01
4.751287e-05,7.161261e-06,4.035160e-05,8.492774e-01
5.368096e-05,7.926374e-06,4.575458e-05,8.523429e-01
6.005560e-05,8.690179e-06,5.136542e-05,8.552978e-01
6.661649e-05,9.530621e-06,5.708586e-05,8.569330e-01
7.334633e-05,1.071335e-05,6.263298e-05,8.539347e-01
8.023020e-05,1.231442e-05,6.791578e-05,8.465114e-01
6.152208e-08,1.004168e-06,9.426457e-07,1.532207e+01
5.136492e-07,2.311968e-06,1.798318e-06,3.501063e+00
1.623565e-06,3.539245e-06,1.915680e-06,1.179922e+00
3.535745e-06,4.422837e-06,8.870913e-07,2.508923e-01
6.325676e-06,5.170056e-06,1.155619e-06,1.826871e-01
1.002820e-05,5.919935e-06,4.108267e-06,4.096713e-01
1.465362e-05,6.763962e-06,7.889663e-06,5.384104e-01
2.019775e-05,7.717082e-06,1.248067e-05,6.179238e-01
2.664898e-05,8.759775e-06,1.788921e-05,6.712905e-01
3.398354e-05,9.890805e-06,2.409273e-05,7.089530e-01
4.215947e-05,1.107972e-05,3.107974e-05,7.371948e-01
5.112546e-05,1.223138e-05,3.889409e-05,7.607576e-01
6.083486e-05,1.327796e-05,4.755690e-05,7.817377e-01
7.124535e-05,1.421997e-05,5.702538e-05,8.004084e-01
8.231919e-05,1.511870e-05,6.720050e-05,8.163406e-01
9.396212e-05,1.603469e-05,7.792744e-05,8.293495e-01
1.060626e-04,1.702097e-05,8.904163e-05,8.395196e-01
1.185757e-04,1.811666e-05,1.004591e-04,8.472144e-01
1.314667e-04,1.937658e-05,1.120901e-04,8.526121e-01
1.447066e-04,2.067599e-05,1.240306e-04,8.571178e-01
2.067334e-11,4.449895e-11,2.382561e-11,1.152480e+00
3.245061e-09,3.360718e-09,1.156568e-10,3.564088e-02
2.630523e-08,2.999404e-08,3.688818e-09,1.402314e-01
9.089140e-08,7.518109e-08,1.571031e-08,1.728470e-01
2.136359e-07,1.294318e-07,8.420410e-08,3.941477e-01
4.053695e-07,2.031889e-07,2.021806e-07,4.987563e-01
6.726133e-07,3.157972e-07,3.568162e-07,5.304922e-01
1.019063e-06,4.800077e-07,5.390556e-07,5.289717e-01
1.446864e-06,6.876441e-07,7.592194e-07,5.247346e-01
1.956688e-06,9.394635e-07,1.017224e-06,5.198705e-01
2.546638e-06,1.260840e-06,1.285798e-06,5.049003e-01
3.212793e-06,1.638096e-06,1.574697e-06,4.901334e-01
3.950439e-06,2.020683e-06,1.929756e-06,4.884916e-01
4.754736e-06,2.398454e-06,2.356282e-06,4.955652e-01
5.620981e-06,2.779580e-06,2.841401e-06,5.054991e-01
6.544708e-06,3.111662e-06,3.433046e-06,5.245530e-01
7.521726e-06,3.378588e-06,4.143139e-06,5.508229e-01
8.548108e-06,3.729778e-06,4.818330e-06,5.636721e-01
9.620206e-06,4.562767e-06,5.057439e-06,5.257100e-01
1.073460e-05,6.246697e-06,4.487907e-06,4.180785e-01
1.121499e-07,1.297091e-06,1.184941e-06,1.056569e+01
8.821091e-07,1.798603e-06,9.164937e-07,1.038980e+00
2.714975e-06,2.192598e-06,5.223771e-07,1.924058e-01
5.801245e-06,2.505739e-06,3.295506e-06,5.680687e-01
1.021644e-05,2.817955e-06,7.398489e-06,7.241746e-01
1.597256e-05,3.176409e-06,1.279615e-05,8.011333e-01
2.304613e-05,3.591686e-06,1.945444e-05,8.441523e-01
3.139455e-05,4.048877e-06,2.734568e-05,8.710325e-01
4.096549e-05,4.519817e-06,3.644568e-05,8.896677e-01
5.170119e-05,4.968308e-06,4.673288e-05,9.039034e-01
6.353476e-05,5.379737e-06,5.815502e-05,9.153261e-01
7.639144e-05,5.753227e-06,7.063821e-05,9.246875e-01
9.019116e-05,6.112309e-06,8.407885e-05,9.322294e-01
1.048605e-04,6.500236e-06,9.836022e-05,9.380106e-01
1.203364e-04,6.945315e-06,1.133910e-04,9.422842e-01
1.365630e-04,7.452673e-06,1.291103e-04,9.454268e-01
1.534969e-04,7.990458e-06,1.455064e-04,9.479439e-01
1.710993e-04,8.516696e-06,1.625826e-04,9.502237e-01
1.893351e-04,8.970073e-06,1.803651e-04,9.526233e-01
2.081797e-04,9.276911e-06,1.989027e-04,9.554379e-01
2.638827e-17,2.370177e-15,2.343788e-15,8.878567e+01
1.124849e-13,2.514340e-13,1.389491e-13,1.235270e+00
4.443236e-12,4.762798e-12,3.195625e-13,7.192113e-02
3.963290e-11,2.417750e-11,1.545540e-11,3.899639e-01
1.775996e-10,7.809512e-11,9.950452e-11,5.602744e-01
5.406354e-10,2.156625e-10,3.249729e-10,6.010944e-01
1.289947e-09,5.136504e-10,7.762966e-10,6.018050e-01
2.608171e-09,9.738049e-10,1.634366e-09,6.266330e-01
4.683128e-09,1.410045e-09,3.273084e-09,6.989097e-01
7.695590e-09,1.741555e-09,5.954035e-09,7.736944e-01
1.181144e-08,2.225074e-09,9.586365e-09,8.116171e-01
1.717730e-08,3.230024e-09,1.394727e-08,8.119597e-01
2.391869e-08,5.311846e-09,1.860685e-08,7.779208e-01
3.213985e-08,9.613331e-09,2.252652e-08,7.008906e-01
4.192442e-08,1.794500e-08,2.397942e-08,5.719679e-01
5.333685e-08,2.974787e-08,2.358898e-08,4.422642e-01
6.642352e-08,3.664445e-08,2.977907e-08,4.483211e-01
8.121460e-08,3.318281e-08,4.803179e-08,5.914182e-01
9.772539e-08,2.851738e-08,6.920801e-08,7.081887e-01
1.159581e-07,3.042724e-08,8.553084e-08,7.376014e-01
6.801481e-08,3.607633e-06,3.539618e-06,5.204188e+01
4.959456e-07,3.899793e-06,3.403848e-06,6.863348e+00
1.501249e-06,4.150097e-06,2.648848e-06,1.764430e+00
3.205537e-06,4.373432e-06,1.167895e-06,3.643366e-01
5.676284e-06,4.587401e-06,1.088883e-06,1.918302e-01
8.948501e-06,4.807371e-06,4.141130e-06,4.627736e-01
1.303899e-05,5.028715e-06,8.010275e-06,6.143325e-01
1.795511e-05,5.250320e-06,1.270479e-05,7.075863e-01
2.369388e-05,5.462812e-06,1.823107e-05,7.694420e-01
3.022944e-05,5.662309e-06,2.456713e-05,8.126889e-01
3.752534e-05,5.853389e-06,3.167195e-05,8.440151e-01
4.554154e-05,6.032715e-06,3.950882e-05,8.675338e-01
5.424286e-05,6.210234e-06,4.803263e-05,8.855106e-01
6.359695e-05,6.392725e-06,5.720422e-05,8.994806e-01
7.357386e-05,6.583758e-06,6.699010e-05,9.105150e-01
8.414759e-05,6.784043e-06,7.736355e-05,9.193792e-01
9.529470e-05,6.987038e-06,8.830766e-05,9.266797e-01
1.069943e-04,7.184928e-06,9.980940e-05,9.328476e-01
1.192274e-04,7.357047e-06,1.118703e-04,9.382940e-01
1.319768e-04,7.484662e-06,1.244921e-04,9.432880e-01
8.731593e-08,1.204272e-06,1.116956e-06,1.279213e+01
7.366237e-07,1.583256e-06,8.466322e-07,1.149341e+00
2.368392e-06,1.917432e-06,4.509593e-07,1.904074e-01
5.221983e-06,2.224395e-06,2.997588e-06,5.740325e-01
9.445262e-06,2.543316e-06,6.901946e-06,7.307311e-01
1.512660e-05,2.889801e-06,1.223680e-05,8.089591e-01
2.231435e-05,3.269107e-06,1.904524e-05,8.534976e-01
3.098570e-05,3.661489e-06,2.732421e-05,8.818330e-01
4.101477e-05,4.059663e-06,3.695511e-05,9.010195e-01
5.228839e-05,4.465935e-06,4.782245e-05,9.145903e-01
6.468782e-05,4.885324e-06,5.980249e-05,9.244784e-01
7.809915e-05,5.319410e-06,7.277975e-05,9.318891e-01
9.242071e-05,5.776698e-06,8.664401e-05,9.374956e-01
1.075648e-04,6.272815e-06,1.012920e-04,9.416834e-01
1.234559e-04,6.807300e-06,1.166486e-04,9.448605e-01
1.400287e-04,7.359381e-06,1.326693e-04,9.474437e-01
1.572270e-04,7.869298e-06,1.493577e-04,9.499494e-01
1.750016e-04,8.301417e-06,1.667002e-04,9.525638e-01
1.933090e-04,8.661545e-06,1.846474e-04,9.551932e-01
2.121107e-04,8.936571e-06,2.031742e-04,9.578683e-01
1.871240e-07,5.150888e-07,3.279648e-07,1.752660e+00
1.625706e-06,9.950473e-07,6.306584e-07,3.879290e-01
5.127556e-06,1.441104e-06,3.686452e-06,7.189492e-01
1.105024e-05,1.863760e-06,9.186479e-06,8.313376e-01
1.951877e-05,2.354094e-06,1.716468e-05,8.793933e-01
3.053758e-05,2.941519e-06,2.759606e-05,9.036754e-01
4.404471e-05,3.604489e-06,4.044022e-05,9.181629e-01
5.994584e-05,4.287330e-06,5.565851e-05,9.284800e-01
7.813097e-05,4.950659e-06,7.318032e-05,9.366364e-01
9.848218e-05,5.610548e-06,9.287163e-05,9.430298e-01
1.208745e-04,6.319081e-06,1.145554e-04,9.477220e-01
1.451852e-04,7.105372e-06,1.380798e-04,9.510600e-01
1.712685e-04,7.999983e-06,1.632686e-04,9.532898e-01
1.987895e-04,9.007834e-06,1.897817e-04,9.546865e-01
2.274828e-04,1.009127e-05,2.173916e-04,9.556394e-01
2.571998e-04,1.109258e-05,2.461073e-04,9.568717e-01
2.878175e-04,1.185934e-05,2.759581e-04,9.587956e-01
3.192375e-04,1.239799e-05,3.068395e-04,9.611637e-01
