ground_truth,prediction,absolute_error,relative_error
1.151187e-05,2.988586e-06,8.523281e-06,7.403908e-01
1.414885e-05,3.316012e-06,1.083284e-05,7.656338e-01
1.699854e-05,3.652583e-06,1.334595e-05,7.851236e-01
2.004034e-05,4.005396e-06,1.603495e-05,8.001334e-01
2.325601e-05,4.385020e-06,1.887099e-05,8.114457e-01
2.662936e-05,4.794394e-06,2.183496e-05,8.199583e-01
3.014605e-05,5.215193e-06,2.493086e-05,8.270025e-01
3.379333e-05,5.629498e-06,2.816383e-05,8.334140e-01
3.755988e-05,6.018134e-06,3.154175e-05,8.397723e-01
4.143554e-05,6.371773e-06,3.506376e-05,8.462244e-01
4.541127e-05,6.663397e-06,3.874787e-05,8.532656e-01
4.312730e-09,1.597871e-09,2.714859e-09,6.294989e-01
1.088017e-07,2.246835e-08,8.633340e-08,7.934927e-01
4.743812e-07,8.520755e-08,3.891736e-07,8.203817e-01
1.198259e-06,1.667951e-07,1.031464e-06,8.608022e-01
2.328902e-06,2.603179e-07,2.068584e-06,8.882229e-01
3.886299e-06,3.756681e-07,3.510630e-06,9.033352e-01
5.873849e-06,5.242981e-07,5.349551e-06,9.107403e-01
8.285801e-06,7.072153e-07,7.578585e-06,9.146473e-01
1.111233e-05,9.205087e-07,1.019182e-05,9.171633e-01
1.433888e-05,1.179717e-06,1.315916e-05,9.177260e-01
1.794084e-05,1.512554e-06,1.642829e-05,9.156922e-01
2.188791e-05,1.921293e-06,1.996661e-05,9.122213e-01
2.615021e-05,2.383669e-06,2.376654e-05,9.088470e-01
3.070074e-05,2.887910e-06,2.781283e-05,9.059336e-01
3.551569e-05,3.416690e-06,3.209900e-05,9.037977e-01
4.057435e-05,3.908619e-06,3.666573e-05,9.036677e-01
4.585840e-05,4.315354e-06,4.154305e-05,9.058983e-01
5.135184e-05,4.772220e-06,4.657962e-05,9.070682e-01
5.704079e-05,5.626526e-06,5.141426e-05,9.013596e-01
6.291272e-05,7.057764e-06,5.585496e-05,8.878165e-01
4.810413e-09,2.727737e-09,2.082676e-09,4.329516e-01
9.423240e-08,4.636198e-08,4.787042e-08,5.080038e-01
3.752666e-07,1.763502e-07,1.989163e-07,5.300668e-01
8.925755e-07,3.202290e-07,5.723465e-07,6.412303e-01
1.652669e-06,4.721095e-07,1.180560e-06,7.143351e-01
2.644219e-06,6.603492e-07,1.983870e-06,7.502669e-01
3.848444e-06,9.252976e-07,2.923146e-06,7.595658e-01
5.244219e-06,1.294038e-06,3.950181e-06,7.532448e-01
6.810492e-06,1.763783e-06,5.046709e-06,7.410197e-01
8.527344e-06,2.334024e-06,6.193320e-06,7.262894e-01
1.037625e-05,3.033094e-06,7.343153e-06,7.076887e-01
1.234003e-05,3.835292e-06,8.504739e-06,6.891991e-01
1.440243e-05,4.671378e-06,9.731053e-06,6.756535e-01
1.654786e-05,5.521315e-06,1.102655e-05,6.663427e-01
1.876159e-05,6.400520e-06,1.236107e-05,6.588498e-01
2.103055e-05,7.261069e-06,1.376948e-05,6.547371e-01
2.334381e-05,8.031455e-06,1.531235e-05,6.559492e-01
2.569261e-05,8.900048e-06,1.679256e-05,6.535950e-01
2.807002e-05,1.045774e-05,1.761228e-05,6.274409e-01
3.047063e-05,1.302214e-05,1.744850e-05,5.726333e-01
6.887768e-08,4.879496e-07,4.190720e-07,6.084293e+00
5.504966e-07,8.867605e-07,3.362640e-07,6.108375e-01
1.680371e-06,1.317238e-06,3.631334e-07,2.161031e-01
3.551343e-06,1.699583e-06,1.851760e-06,5.214252e-01
6.184690e-06,2.069287e-06,4.115403e-06,6.654179e-01
9.564576e-06,2.477216e-06,7.087360e-06,7.410010e-01
1.365645e-05,2.956712e-06,1.069974e-05,7.834934e-01
1.841722e-05,3.509638e-06,1.490758e-05,8.094371e-01
2.380096e-05,4.130839e-06,1.967012e-05,8.264424e-01
2.976110e-05,4.830132e-06,2.493097e-05,8.377032e-01
3.624793e-05,5.624549e-06,3.062339e-05,8.448312e-01
4.320602e-05,6.487502e-06,3.671852e-05,8.498473e-01
5.058002e-05,7.392391e-06,4.318763e-05,8.538476e-01
5.832078e-05,8.322882e-06,4.999790e-05,8.572913e-01
6.638721e-05,9.280018e-06,5.710719e-05,8.602138e-01
7.474545e-05,1.023199e-05,6.451346e-05,8.631089e-01
8.336766e-05,1.116690e-05,7.220076e-05,8.660524e-01
9.223114e-05,1.210656e-05,8.012458e-05,8.687367e-01
1.013173e-04,1.311045e-05,8.820686e-05,8.706000e-01
1.106104e-04,1.409936e-05,9.651106e-05,8.725313e-01
2.073219e-08,8.628874e-09,1.210331e-08,5.837934e-01
2.116528e-07,8.745408e-08,1.241987e-07,5.868040e-01
7.176082e-07,2.628932e-07,4.547150e-07,6.336536e-01
1.616889e-06,4.270530e-07,1.189836e-06,7.358798e-01
2.948387e-06,5.760319e-07,2.372355e-06,8.046281e-01
4.728342e-06,7.492654e-07,3.979076e-06,8.415374e-01
6.959857e-06,9.823326e-07,5.977525e-06,8.588574e-01
9.639141e-06,1.291062e-06,8.348079e-06,8.660604e-01
1.275899e-05,1.672462e-06,1.108653e-05,8.689190e-01
1.630382e-05,2.139281e-06,1.416454e-05,8.687865e-01
2.024742e-05,2.700120e-06,1.754730e-05,8.666437e-01
2.456056e-05,3.282458e-06,2.127810e-05,8.663525e-01
2.921579e-05,3.804641e-06,2.541115e-05,8.697745e-01
3.418882e-05,4.276099e-06,2.991272e-05,8.749270e-01
3.945831e-05,4.749508e-06,3.470880e-05,8.796322e-01
4.500583e-05,5.254639e-06,3.975119e-05,8.832454e-01
5.081515e-05,5.831931e-06,4.498322e-05,8.852324e-01
5.687220e-05,6.638029e-06,5.023416e-05,8.832816e-01
6.316473e-05,8.031155e-06,5.513357e-05,8.728538e-01
6.968177e-05,1.012778e-05,5.955399e-05,8.546567e-01
6.391797e-14,7.385219e-12,7.321302e-12,1.145421e+02
1.110523e-10,7.922111e-10,6.811588e-10,6.133677e+00
2.753978e-09,9.080143e-09,6.326164e-09,2.297101e+00
1.797450e-08,2.721798e-08,9.243484e-09,5.142555e-01
6.347257e-08,5.433454e-08,9.138034e-09,1.439682e-01
1.594993e-07,9.449774e-08,6.500157e-08,4.075351e-01
3.245217e-07,1.542709e-07,1.702509e-07,5.246209e-01
5.731488e-07,2.370197e-07,3.361291e-07,5.864604e-01
9.156511e-07,3.389358e-07,5.767153e-07,6.298417e-01
1.358303e-06,4.692573e-07,8.890454e-07,6.545267e-01
1.904077e-06,6.645577e-07,1.239520e-06,6.509818e-01
2.553346e-06,9.467699e-07,1.606576e-06,6.292043e-01
3.304312e-06,1.308843e-06,1.995470e-06,6.038986e-01
4.153173e-06,1.742144e-06,2.411029e-06,5.805270e-01
5.094430e-06,2.208940e-06,2.885490e-06,5.664010e-01
6.121395e-06,2.575972e-06,3.545424e-06,5.791855e-01
7.226813e-06,2.735042e-06,4.491771e-06,6.215424e-01
8.403292e-06,2.794630e-06,5.608661e-06,6.674362e-01
9.643641e-06,3.200400e-06,6.443241e-06,6.681337e-01
1.094110e-05,4.423381e-06,6.517721e-06,5.957097e-01
4.891775e-10,8.196466e-10,3.304692e-10,6.755608e-01
3.150595e-08,3.101038e-08,4.955751e-10,1.572957e-02
1.809268e-07,1.593091e-07,2.161779e-08,1.194836e-01
5.228736e-07,3.129489e-07,2.099247e-07,4.014827e-01
1.102218e-06,4.637873e-07,6.384302e-07,5.792234e-01
1.940901e-06,6.239391e-07,1.316962e-06,6.785313e-01
3.044395e-06,8.324464e-07,2.211948e-06,7.265642e-01
4.407300e-06,1.131303e-06,3.275998e-06,7.433116e-01
6.017698e-06,1.535232e-06,4.482466e-06,7.448806e-01
7.860283e-06,2.060242e-06,5.800042e-06,7.378922e-01
9.918002e-06,2.732725e-06,7.185277e-06,7.244682e-01
1.217181e-05,3.477853e-06,8.693960e-06,7.142699e-01
1.460037e-05,4.128699e-06,1.047167e-05,7.172195e-01
1.718167e-05,4.594630e-06,1.258704e-05,7.325854e-01
1.989508e-05,4.921880e-06,1.497320e-05,7.526082e-01
2.272194e-05,5.212828e-06,1.750911e-05,7.705817e-01
2.564624e-05,5.641496e-06,2.000475e-05,7.800264e-01
2.865444e-05,6.475596e-06,2.217885e-05,7.740107e-01
3.173509e-05,8.072857e-06,2.366223e-05,7.456173e-01
3.487865e-05,1.071895e-05,2.415969e-05,6.926787e-01
3.120170e-07,1.182066e-06,8.700492e-07,2.788467e+00
2.274832e-06,1.465502e-06,8.093295e-07,3.557755e-01
6.743088e-06,1.745621e-06,4.997467e-06,7.411243e-01
1.406196e-05,2.047352e-06,1.201461e-05,8.544050e-01
2.433452e-05,2.397730e-06,2.193679e-05,9.014680e-01
3.753770e-05,2.793759e-06,3.474394e-05,9.255745e-01
5.358450e-05,3.206597e-06,5.037790e-05,9.401581e-01
7.227447e-05,3.612239e-06,6.866224e-05,9.500206e-01
9.329168e-05,3.996289e-06,8.929539e-05,9.571635e-01
1.163739e-04,4.370154e-06,1.120037e-04,9.624473e-01
1.412705e-04,4.755874e-06,1.365147e-04,9.663350e-01
1.677452e-04,5.182446e-06,1.625628e-04,9.691052e-01
1.955786e-04,5.672664e-06,1.899059e-04,9.709955e-01
2.245868e-04,6.230738e-06,2.183560e-04,9.722569e-01
2.546092e-04,6.829572e-06,2.477796e-04,9.731763e-01
2.855013e-04,7.413654e-06,2.780877e-04,9.740329e-01
3.171584e-04,7.928472e-06,3.092300e-04,9.750016e-01
3.494832e-04,8.326996e-06,3.411562e-04,9.761735e-01
3.823958e-04,8.592257e-06,3.738035e-04,9.775304e-01
4.158282e-04,8.739255e-06,4.070889e-04,9.789835e-01
2.597283e-13,4.074560e-12,3.814832e-12,1.468778e+01
3.748070e-10,5.248988e-10,1.500918e-10,4.004509e-01
8.113893e-09,1.009315e-08,1.979261e-09,2.439349e-01
4.878254e-08,3.442197e-08,1.436057e-08,2.943793e-01
1.625857e-07,6.301573e-08,9.957002e-08,6.124154e-01
3.900149e-07,9.598292e-08,2.940319e-07,7.538993e-01
7.622857e-07,1.431168e-07,6.191688e-07,8.122530e-01
1.298645e-06,2.106700e-07,1.087975e-06,8.377771e-01
2.007527e-06,2.987638e-07,1.708763e-06,8.511782e-01
2.889007e-06,4.376992e-07,2.451308e-06,8.484950e-01
3.937349e-06,6.984476e-07,3.238901e-06,8.226097e-01
5.143084e-06,1.112490e-06,4.030594e-06,7.836921e-01
6.494608e-06,1.583216e-06,4.911392e-06,7.562261e-01
7.979272e-06,1.969947e-06,6.009324e-06,7.531169e-01
9.584096e-06,2.220247e-06,7.363849e-06,7.683405e-01
1.129627e-05,2.353564e-06,8.942708e-06,7.916512e-01
1.310340e-05,2.394581e-06,1.070882e-05,8.172550e-01
1.499369e-05,2.499301e-06,1.249439e-05,8.333098e-01
1.695604e-05,3.253855e-06,1.370218e-05,8.081005e-01
1.898018e-05,5.670061e-06,1.331012e-05,7.012641e-01
3.188630e-17,3.185039e-12,3.185007e-12,9.985505e+04
9.164254e-14,3.383859e-10,3.382943e-10,3.691454e+03
3.660259e-12,4.652041e-09,4.648381e-09,1.269959e+03
3.362903e-11,1.405730e-08,1.402367e-08,4.170110e+02
1.556227e-10,2.596827e-08,2.581265e-08,1.658669e+02
4.887126e-10,4.252716e-08,4.203845e-08,8.601875e+01
1.200824e-09,6.899947e-08,6.779864e-08,5.646012e+01
2.495994e-09,1.099195e-07,1.074235e-07,4.303837e+01
4.599940e-09,1.647824e-07,1.601825e-07,3.482273e+01
7.747458e-09,2.392148e-07,2.314673e-07,2.987655e+01
1.217287e-08,3.510922e-07,3.389193e-07,2.784219e+01
1.810232e-08,5.036727e-07,4.855704e-07,2.682365e+01
2.574666e-08,6.801137e-07,6.543671e-07,2.541561e+01
3.529516e-08,8.759381e-07,8.406429e-07,2.381751e+01
4.691167e-08,1.099685e-06,1.052774e-06,2.244161e+01
6.073335e-08,1.342394e-06,1.281661e-06,2.110308e+01
7.687086e-08,1.587282e-06,1.510411e-06,1.964868e+01
9.541029e-08,1.857548e-06,1.762137e-06,1.846905e+01
1.164152e-07,2.438250e-06,2.321835e-06,1.994444e+01
1.399290e-07,3.786259e-06,3.646330e-06,2.605843e+01
1.496231e-07,2.559524e-06,2.409901e-06,1.610648e+01
1.106608e-06,3.241628e-06,2.135020e-06,1.929336e+00
3.294437e-06,3.847747e-06,5.533095e-07,1.679527e-01
6.883156e-06,4.380963e-06,2.502193e-06,3.635241e-01
1.192001e-05,4.885452e-06,7.034562e-06,5.901471e-01
1.838842e-05,5.406508e-06,1.298191e-05,7.059830e-01
2.623894e-05,5.968334e-06,2.027060e-05,7.725390e-01
3.540605e-05,6.574930e-06,2.883112e-05,8.142993e-01
4.581648e-05,7.213550e-06,3.860293e-05,8.425555e-01
5.739152e-05,7.872876e-06,4.951864e-05,8.628216e-01
7.005197e-05,8.536656e-06,6.151532e-05,8.781382e-01
8.371199e-05,9.189585e-06,7.452240e-05,8.902238e-01
9.828396e-05,9.836407e-06,8.844756e-05,8.999186e-01
1.136861e-04,1.048803e-05,1.031981e-04,9.077458e-01
1.298541e-04,1.115528e-05,1.186989e-04,9.140937e-01
1.467341e-04,1.184707e-05,1.348870e-04,9.192617e-01
1.642699e-04,1.253250e-05,1.517374e-04,9.237078e-01
1.823447e-04,1.319997e-05,1.691447e-04,9.276098e-01
2.008404e-04,1.379808e-05,1.870423e-04,9.312983e-01
2.197054e-04,1.428653e-05,2.054189e-04,9.349741e-01
3.120043e-11,2.391139e-10,2.079135e-10,6.663801e+00
5.857723e-09,1.580515e-08,9.947428e-09,1.698173e+00
5.125383e-08,1.297455e-07,7.849169e-08,1.531431e+00
1.871715e-07,3.011614e-07,1.139900e-07,6.090135e-01
4.576766e-07,4.458414e-07,1.183517e-08,2.585924e-02
8.907732e-07,5.725645e-07,3.182087e-07,3.572275e-01
1.498786e-06,7.347481e-07,7.640384e-07,5.097713e-01
2.282455e-06,9.730825e-07,1.309373e-06,5.736685e-01
3.235175e-06,1.288997e-06,1.946177e-06,6.015680e-01
4.346310e-06,1.735245e-06,2.611065e-06,6.007544e-01
5.603333e-06,2.414233e-06,3.189100e-06,5.691435e-01
6.993093e-06,3.271448e-06,3.721646e-06,5.321888e-01
8.502410e-06,4.070639e-06,4.431772e-06,5.212371e-01
1.011824e-05,4.627700e-06,5.490541e-06,5.426379e-01
1.182766e-05,4.943685e-06,6.883976e-06,5.820234e-01
1.361813e-05,5.064426e-06,8.553709e-06,6.281117e-01
1.547780e-05,5.116028e-06,1.036177e-05,6.694602e-01
1.739604e-05,5.458951e-06,1.193709e-05,6.861958e-01
1.936359e-05,6.873301e-06,1.249029e-05,6.450400e-01
2.137272e-05,1.012073e-05,1.125199e-05,5.264650e-01
8.522766e-15,2.673335e-13,2.588108e-13,3.036696e+01
1.873199e-11,4.626481e-11,2.753282e-11,1.469829e+00
5.044775e-10,1.240799e-09,7.363213e-10,1.459572e+00
3.540936e-09,5.143355e-09,1.602419e-09,4.525412e-01
1.335423e-08,1.019115e-08,3.163086e-09,2.368602e-01
3.554682e-08,1.675114e-08,1.879569e-08,5.287585e-01
7.603080e-08,2.774818e-08,4.828263e-08,6.350403e-01
1.402635e-07,4.571458e-08,9.454888e-08,6.740807e-01
2.328723e-07,7.024930e-08,1.626230e-07,6.983355e-01
3.575577e-07,1.072602e-07,2.502976e-07,7.000201e-01
5.171225e-07,1.762202e-07,3.409024e-07,6.592294e-01
7.134539e-07,2.875176e-07,4.259363e-07,5.970060e-01
9.474885e-07,4.178706e-07,5.296180e-07,5.589703e-01
1.219269e-06,5.407659e-07,6.785033e-07,5.564836e-01
1.528108e-06,6.582037e-07,8.699043e-07,5.692689e-01
1.872778e-06,7.691028e-07,1.103675e-06,5.893251e-01
2.251692e-06,8.490069e-07,1.402685e-06,6.229472e-01
2.663050e-06,9.440369e-07,1.719013e-06,6.455054e-01
3.104929e-06,1.329542e-06,1.775387e-06,5.717962e-01
3.575381e-06,2.549229e-06,1.026152e-06,2.870050e-01
7.573611e-09,7.252376e-10,6.848373e-09,9.042415e-01
1.774548e-07,3.496484e-08,1.424900e-07,8.029648e-01
7.829241e-07,2.028866e-07,5.800375e-07,7.408605e-01
2.000921e-06,4.084405e-07,1.592481e-06,7.958738e-01
3.912389e-06,5.863540e-07,3.326035e-06,8.501289e-01
6.537885e-06,7.613230e-07,5.776562e-06,8.835521e-01
9.863585e-06,1.006942e-06,8.856642e-06,8.979131e-01
1.385744e-05,1.382043e-06,1.247540e-05,9.002671e-01
1.847875e-05,1.888008e-06,1.659074e-05,8.978282e-01
2.368361e-05,2.533553e-06,2.115005e-05,8.930250e-01
2.942662e-05,3.347850e-06,2.607877e-05,8.862306e-01
3.565878e-05,4.232021e-06,3.142676e-05,8.813190e-01
4.232685e-05,5.003645e-06,3.732321e-05,8.817856e-01
4.937826e-05,5.600984e-06,4.377728e-05,8.865698e-01
5.676564e-05,6.120488e-06,5.064515e-05,8.921797e-01
6.444848e-05,6.652096e-06,5.779639e-05,8.967843e-01
7.239305e-05,7.270825e-06,6.512222e-05,8.995646e-01
8.057157e-05,8.202643e-06,7.236892e-05,8.981943e-01
8.896120e-05,9.996180e-06,7.896502e-05,8.876344e-01
9.754294e-05,1.309845e-05,8.444449e-05,8.657161e-01
2.832665e-11,1.548764e-10,1.265498e-10,4.467517e+00
5.526531e-09,5.336949e-09,1.895826e-10,3.430408e-02
5.151533e-08,3.353199e-08,1.798334e-08,3.490872e-01
1.943255e-07,7.528749e-08,1.190380e-07,6.125703e-01
4.847697e-07,1.238443e-07,3.609254e-07,7.445296e-01
9.587296e-07,1.849785e-07,7.737511e-07,8.070587e-01
1.637033e-06,2.670760e-07,1.369957e-06,8.368537e-01
2.528303e-06,3.800791e-07,2.148224e-06,8.496702e-01
3.632279e-06,5.319235e-07,3.100356e-06,8.535566e-01
4.942719e-06,7.466703e-07,4.196049e-06,8.489354e-01
6.449619e-06,1.055262e-06,5.394358e-06,8.363839e-01
8.140699e-06,1.431578e-06,6.709120e-06,8.241455e-01
1.000206e-05,1.785046e-06,8.217018e-06,8.215322e-01
1.201835e-05,2.047494e-06,9.970860e-06,8.296361e-01
1.417329e-05,2.215462e-06,1.195783e-05,8.436875e-01
1.645060e-05,2.328127e-06,1.412247e-05,8.584777e-01
1.883492e-05,2.481558e-06,1.635337e-05,8.682470e-01
2.131238e-05,2.873468e-06,1.843891e-05,8.651737e-01
2.387076e-05,3.871499e-06,1.999926e-05,8.378142e-01
2.649948e-05,5.859807e-06,2.063967e-05,7.788708e-01
6.645284e-10,1.544926e-11,6.490792e-10,9.767516e-01
2.304415e-08,1.050467e-09,2.199369e-08,9.544151e-01
1.186297e-07,1.354063e-08,1.050891e-07,8.858580e-01
3.318270e-07,4.358811e-08,2.882389e-07,8.686421e-01
6.911995e-07,8.116762e-08,6.100319e-07,8.825699e-01
1.213105e-06,1.291792e-07,1.083926e-06,8.935136e-01
1.905939e-06,1.992032e-07,1.706735e-06,8.954829e-01
2.773700e-06,2.976581e-07,2.476042e-06,8.926855e-01
3.818229e-06,4.253066e-07,3.392922e-06,8.886116e-01
5.036572e-06,6.073662e-07,4.429206e-06,8.794088e-01
6.420051e-06,8.979306e-07,5.522121e-06,8.601366e-01
7.957565e-06,1.308553e-06,6.649012e-06,8.355587e-01
9.637872e-06,1.757987e-06,7.879885e-06,8.175960e-01
1.145033e-05,2.147556e-06,9.302770e-06,8.124459e-01
1.338521e-05,2.437474e-06,1.094773e-05,8.178979e-01
1.543361e-05,2.626883e-06,1.280673e-05,8.297946e-01
1.758753e-05,2.773819e-06,1.481371e-05,8.422849e-01
1.983967e-05,3.065314e-06,1.677436e-05,8.454958e-01
2.218346e-05,3.954596e-06,1.822886e-05,8.217322e-01
2.461291e-05,6.037367e-06,1.857554e-05,7.547072e-01
3.861346e-18,3.038854e-12,3.038850e-12,7.849596e+05
9.018472e-15,1.421526e-10,1.421436e-10,1.576136e+04
3.696705e-13,1.308120e-09,1.307751e-09,3.537612e+03
3.438102e-12,3.859336e-09,3.855898e-09,1.121519e+03
1.606209e-11,7.642492e-09,7.626430e-09,4.748094e+02
5.089002e-11,1.353900e-08,1.348811e-08,2.650443e+02
1.261074e-10,2.310331e-08,2.297720e-08,1.822035e+02
2.642391e-10,3.779626e-08,3.753202e-08,1.420381e+02
4.906762e-10,5.897430e-08,5.848362e-08,1.191899e+02
8.323413e-10,9.107941e-08,9.024706e-08,1.084256e+02
1.316599e-09,1.414430e-07,1.401264e-07,1.064306e+02
1.970211e-09,2.100307e-07,2.080605e-07,1.056031e+02
2.818332e-09,2.835493e-07,2.807310e-07,9.960891e+01
3.883710e-09,3.495110e-07,3.456273e-07,8.899411e+01
5.186225e-09,4.086397e-07,4.034534e-07,7.779327e+01
6.742681e-09,4.669922e-07,4.602495e-07,6.825912e+01
8.566852e-09,5.351395e-07,5.265726e-07,6.146629e+01
1.066961e-08,6.530001e-07,6.423305e-07,6.020186e+01
1.305918e-08,9.377867e-07,9.247275e-07,7.081056e+01
1.574133e-08,1.575944e-06,1.560203e-06,9.911502e+01
3.840880e-09,8.340831e-08,7.956743e-08,2.071594e+01
8.941095e-08,3.970254e-07,3.076145e-07,3.440456e+00
3.750886e-07,8.129311e-07,4.378425e-07,1.167304e+00
9.252803e-07,1.139718e-06,2.144380e-07,2.317546e-01
1.768320e-06,1.471240e-06,2.970802e-07,1.680013e-01
2.912349e-06,1.893042e-06,1.019307e-06,3.499949e-01
4.354281e-06,2.452583e-06,1.901699e-06,4.367423e-01
6.085263e-06,3.147660e-06,2.937604e-06,4.827406e-01
8.094460e-06,3.918954e-06,4.175506e-06,5.158474e-01
1.036748e-05,4.691074e-06,5.676405e-06,5.475203e-01
1.288168e-05,5.441907e-06,7.439772e-06,5.775467e-01
1.561101e-05,6.172954e-06,9.438054e-06,6.045769e-01
1.853099e-05,6.914227e-06,1.161676e-05,6.268830e-01
2.162016e-05,7.754232e-06,1.386593e-05,6.413425e-01
2.485992e-05,8.746925e-06,1.611299e-05,6.481515e-01
2.823424e-05,9.837627e-06,1.839661e-05,6.515711e-01
3.172934e-05,1.086799e-05,2.086135e-05,6.574783e-01
3.533320e-05,1.183015e-05,2.350305e-05,6.651831e-01
3.903554e-05,1.289083e-05,2.614471e-05,6.697668e-01
4.282733e-05,1.403047e-05,2.879686e-05,6.723944e-01
3.631900e-09,3.743439e-12,3.628157e-09,9.989693e-01
1.009169e-07,3.550279e-10,1.005619e-07,9.964820e-01
4.640986e-07,4.266677e-09,4.598319e-07,9.908066e-01
1.202240e-06,1.216806e-08,1.190072e-06,9.898789e-01
2.363848e-06,2.338490e-08,2.340463e-06,9.901072e-01
3.961593e-06,4.139580e-08,3.920197e-06,9.895508e-01
5.987894e-06,7.325129e-08,5.914643e-06,9.877668e-01
8.424077e-06,1.244246e-07,8.299653e-06,9.852299e-01
1.124576e-05,1.889053e-07,1.105685e-05,9.832020e-01
1.442598e-05,2.664848e-07,1.415950e-05,9.815274e-01
1.793688e-05,3.767441e-07,1.756014e-05,9.789962e-01
2.175016e-05,5.287669e-07,2.122139e-05,9.756891e-01
2.583651e-05,7.165611e-07,2.511995e-05,9.722655e-01
3.016568e-05,9.503192e-07,2.921536e-05,9.684966e-01
3.470842e-05,1.245809e-06,3.346261e-05,9.641065e-01
3.943813e-05,1.569362e-06,3.786877e-05,9.602070e-01
4.433183e-05,1.837686e-06,4.249414e-05,9.585471e-01
4.937018e-05,2.027247e-06,4.734294e-05,9.589379e-01
5.453697e-05,2.412849e-06,5.212412e-05,9.557576e-01
5.981875e-05,3.348736e-06,5.647002e-05,9.440187e-01
9.345858e-12,4.862473e-11,3.927888e-11,4.202811e+00
4.002375e-09,2.911611e-09,1.090765e-09,2.725294e-01
4.928705e-08,2.316859e-08,2.611846e-08,5.299253e-01
2.120275e-07,5.250689e-08,1.595206e-07,7.523581e-01
5.651403e-07,8.616462e-08,4.789757e-07,8.475341e-01
1.154999e-06,1.329757e-07,1.022023e-06,8.848695e-01
2.000805e-06,2.058749e-07,1.794930e-06,8.971040e-01
3.101746e-06,3.155778e-07,2.786168e-06,8.982580e-01
4.444573e-06,4.667185e-07,3.977854e-06,8.949913e-01
6.009346e-06,6.820722e-07,5.327273e-06,8.864981e-01
7.773326e-06,1.002308e-06,6.771017e-06,8.710579e-01
9.713308e-06,1.411975e-06,8.301333e-06,8.546350e-01
1.180699e-05,1.820253e-06,9.986738e-06,8.458326e-01
1.403365e-05,2.159724e-06,1.187392e-05,8.461038e-01
1.637445e-05,2.417803e-06,1.395664e-05,8.523429e-01
1.881248e-05,2.601502e-06,1.621098e-05,8.617140e-01
2.133270e-05,2.773027e-06,1.855967e-05,8.700104e-01
2.392190e-05,3.118667e-06,2.080323e-05,8.696313e-01
2.656841e-05,4.082370e-06,2.248604e-05,8.463450e-01
2.926212e-05,6.188820e-06,2.307330e-05,7.885040e-01
3.915178e-08,2.654537e-07,2.263019e-07,5.780119e+00
3.955421e-07,7.994337e-07,4.038915e-07,1.021109e+00
1.342083e-06,1.379731e-06,3.764740e-08,2.805146e-02
3.045090e-06,1.843915e-06,1.201175e-06,3.944629e-01
5.606466e-06,2.278927e-06,3.327539e-06,5.935181e-01
9.088142e-06,2.756380e-06,6.331762e-06,6.967059e-01
1.352713e-05,3.319403e-06,1.020772e-05,7.546114e-01
1.894626e-05,3.987086e-06,1.495918e-05,7.895582e-01
2.535907e-05,4.751933e-06,2.060714e-05,8.126140e-01
3.275984e-05,5.608356e-06,2.715148e-05,8.288040e-01
4.112281e-05,6.533788e-06,3.458903e-05,8.411152e-01
5.041480e-05,7.447217e-06,4.296758e-05,8.522811e-01
6.058962e-05,8.292563e-06,5.229706e-05,8.631356e-01
7.150388e-05,9.097217e-06,6.240666e-05,8.727731e-01
8.306642e-05,9.907467e-06,7.315895e-05,8.807284e-01
9.522609e-05,1.071928e-05,8.450681e-05,8.874334e-01
1.079393e-04,1.154184e-05,9.639745e-05,8.930710e-01
1.211676e-04,1.248835e-05,1.086792e-04,8.969332e-01
1.348771e-04,1.369614e-05,1.211810e-04,8.984547e-01
1.490377e-04,1.506093e-05,1.339768e-04,8.989455e-01
8.588438e-08,2.085286e-06,1.999402e-06,2.328016e+01
6.998286e-07,3.414860e-06,2.715031e-06,3.879566e+00
2.165972e-06,4.554179e-06,2.388207e-06,1.102603e+00
4.635516e-06,5.484809e-06,8.492925e-07,1.832142e-01
8.170374e-06,6.371346e-06,1.799028e-06,2.201892e-01
1.278297e-05,7.306517e-06,5.476453e-06,4.284179e-01
1.845831e-05,8.318882e-06,1.013943e-05,5.493152e-01
2.516754e-05,9.374819e-06,1.579272e-05,6.275036e-01
3.287572e-05,1.042416e-05,2.245156e-05,6.829221e-01
4.153461e-05,1.145085e-05,3.008375e-05,7.243057e-01
5.107609e-05,1.246708e-05,3.860901e-05,7.559116e-01
6.142711e-05,1.346474e-05,4.796237e-05,7.808013e-01
7.252026e-05,1.444830e-05,5.807196e-05,8.007688e-01
8.429703e-05,1.543234e-05,6.886468e-05,8.169290e-01
9.670668e-05,1.644955e-05,8.025713e-05,8.299026e-01
1.097059e-04,1.747378e-05,9.223213e-05,8.407216e-01
1.232574e-04,1.844871e-05,1.048087e-04,8.503238e-01
1.373290e-04,1.932663e-05,1.180024e-04,8.592677e-01
1.518929e-04,2.018182e-05,1.317111e-04,8.671312e-01
1.669247e-04,2.093472e-05,1.459900e-04,8.745859e-01
3.822764e-12,1.558323e-11,1.176047e-11,3.076430e+00
1.953457e-09,1.974521e-09,2.106337e-11,1.078261e-02
2.512254e-08,2.519873e-08,7.618972e-11,3.032724e-03
1.099562e-07,6.828545e-08,4.167075e-08,3.789759e-01
2.967636e-07,1.100577e-07,1.867060e-07,6.291404e-01
